statefips,year,net_out_all,net_out_ret,net_agi,net_out_top,net_agi_top,out_agi_$k,in_agi_$k,out_agi_top_$k,in_agi_top_$k,st,net_out_all_pairfile,net_agi_pairfile_bn,mex_share,cuban_share,asian_share,fb_share,coll,lpop,rent,hhinc,region,gap_group,native_pop,native_in,native_out,fb_in,fb_out,all_in,all_out,hi_in,hi_out,mover_base,net_out_native_acs,net_out_fb_acs,net_out_hi_acs,tax_top1
02,2012,0.704143742446734,0.4635691699141264,1.2979112549915035,1.7707725238373224,1.1321009597733065,983947.0,749363.0,128526.0,85450.0,AK,12.557870370370368,0.237378,3.2919588378683953,0.12222314884564747,5.850031922936527,7.151968216512702,28.0081103070638,13.50278277725785,1120.0,67712.0,W,rest,668884.0,31457.0,73769.0,1958.0,10299.0,33415.0,84068.0,2116.0,4508.0,574398.0,6.325760520508787,1.2470024697854936,0.41643599037601103,2.8
02,2013,1.5267669475937569,1.2207308709709022,1.5814233450444182,2.632722217395082,1.0948915857803738,1069758.0,780807.0,148136.0,103523.0,AK,25.123286023574693,0.421478,3.483183972402235,0.16037936044139012,5.682652911313887,6.90488238846901,27.971573015979374,13.507805353907026,1117.0,72237.0,W,rest,674433.0,32503.0,89868.0,1857.0,10063.0,34360.0,99931.0,2737.0,6502.0,576379.0,8.505663275670083,1.2167257533365063,0.6532160262604988,2.8
02,2014,1.4249057047695373,1.270093965985866,1.0772890040349639,0.9025420220253374,-0.043829081569839085,980394.0,771900.0,125189.0,127236.0,AK,18.61883449667231,0.128652,3.783193888686795,0.08049059902379699,5.960783568516096,7.420880320116406,28.004789863033135,13.509979468676102,1183.0,71583.0,W,rest,670534.0,34846.0,84297.0,2996.0,8340.0,37842.0,92637.0,3218.0,6385.0,579778.0,7.374868388478436,0.7969767379431916,0.5462435621910455,2.8
,2015,,,,,,,,,,AK,8.42210490144013,0.0588135,,,6.4047874414976596,7.928150459351707,29.69311407534881,13.512284298176507,1163.0,73355.0,W,rest,669318.0,31397.0,37660.0,3299.0,2892.0,34696.0,40552.0,2915.0,3151.0,582619.0,0.9357286073286539,-0.06080816592411978,0.040506746261278814,2.8
02,2016,0.9800144957434729,0.9714904477120806,1.3081911464043023,1.4803298634581585,0.7071086782788489,1058312.0,786533.0,174934.0,137445.0,AK,13.166337904318274,0.1402035,,,6.143734819259894,7.732101890566577,29.559808832218742,13.516961654801607,1208.0,76440.0,W,rest,674396.0,28456.0,39706.0,2844.0,2368.0,31300.0,42074.0,2387.0,3825.0,584670.0,1.6681593603758027,-0.07058167604790064,0.2459507072365608,2.8
02,2017,2.95070100940048,2.645387402728551,3.0545859882822666,3.2048441884507457,2.2197026537971807,1567573.0,934995.0,243260.0,129006.0,AK,29.750038934745366,0.298802,,,6.675497941997445,7.865287005183869,28.79884376018822,13.51412839977425,1201.0,73181.0,W,rest,672687.0,29132.0,39278.0,1067.0,3694.0,30199.0,42972.0,3014.0,3932.0,583639.0,1.5082794821365657,0.3905233786292882,0.15728900913064411,2.8
02,2018,1.6590527464099156,1.5845015454744138,1.4524715249932671,1.4718076285240465,0.39937459936861375,1038558.0,744738.0,137889.0,117472.0,AK,23.770686515163515,0.15965,,,6.289477895090842,8.242591241568782,30.16938187257522,13.510937295865606,1177.0,74346.0,W,rest,666460.0,29932.0,36456.0,2167.0,2790.0,32099.0,39246.0,2858.0,4064.0,582974.0,0.9789034600726226,0.09347897848332982,0.20687028924102963,2.8
02,2019,1.3954137661467445,1.2054419759611088,1.091777212914978,1.3838310269482883,0.769780399702126,1012914.0,787702.0,187551.0,145190.0,AK,20.774246128769356,0.1459015,,,5.970651156114798,7.980096918166346,30.194108970412636,13.502914014980135,1201.0,75463.0,W,rest,663762.0,32801.0,45111.0,1230.0,5023.0,34031.0,50134.0,3640.0,4382.0,578225.0,1.8545804068325695,0.5714397630475984,0.12832374940550825,2.8
02,2020,1.22553493016115,1.06941026431048,1.1130063946026796,1.7588944092284848,0.8906617207530578,1099105.0,860094.0,219281.0,166371.0,AK,17.639770023790643,0.143134,,,5.970651156114798,7.980096918166346,30.194108970412636,13.502914014980135,1201.0,75463.0,W,rest,,,,,,,,,,,,,,2.8
02,2021,0.7839856275526688,0.6444056175359268,0.9000606778321648,1.5275007124536906,0.6239416192806869,1094122.0,899537.0,223098.0,185420.0,AK,10.883106444969107,0.113317,3.043513272633221,0.4343001584608686,6.4622280335156335,8.061031319565481,32.79063113061701,13.504454769462253,1259.0,77845.0,W,rest,664935.0,28880.0,39439.0,2498.0,2852.0,31378.0,42291.0,5364.0,4408.0,581897.0,1.5879747644506608,0.05323828644905141,-0.1642902438060344,2.8
