employment_denominator,employment_march2021,population_2021,worker_share,worker_share_value,persons_pct_pop_per_1pct_emp,outcome,coef_per_1pct_emp,se_per_1pct_emp,coef_per_1pct_pop,se_per_1pct_pop
total_covered,140589959.0,331893745.0,text_56pct,0.56,0.7564273265056132,rent,1.438,0.344,1.9010418444862054,0.4547693981246555
total_covered,140589959.0,331893745.0,text_56pct,0.56,0.7564273265056132,price,2.189,0.741,2.8938668967874155,0.9796050116580516
total_covered,140589959.0,331893745.0,regression_ratio,0.5275754422476587,0.8029170217598831,rent,1.438,0.344,1.7909696282787761,0.428437797029137
total_covered,140589959.0,331893745.0,regression_ratio,0.5275754422476587,0.8029170217598831,price,2.189,0.741,2.7263091212115724,0.9228849058098562
private,119373021.0,331893745.0,text_56pct,0.56,0.6422721492644322,rent,1.438,0.344,2.238926289497189,0.5355985004082288
private,119373021.0,331893745.0,text_56pct,0.56,0.6422721492644322,price,2.189,0.741,3.4082125505628285,1.1537165372165628
private,119373021.0,331893745.0,regression_ratio,0.5275754422476587,0.6817459168602502,rent,1.438,0.344,2.1092902273953373,0.5045868137858108
private,119373021.0,331893745.0,regression_ratio,0.5275754422476587,0.6817459168602502,price,2.189,0.741,3.2108736493521515,1.0869152006258311
