award,family,year_n,person_qid,person,family_name,ethnic,citizenship,birth_country,surname,pcthispanic,surname_matched,us_citizen,mexico_linked,hisp_documented,mex_documented,hisp_imputed_50,hisp_imputed_70,hisp_imputed_90,hispanic_any,period
Pulitzer Prize for Music,music,2019.0,Q60558821,Ellen Reid,Reid,,United States,United States,REID,2.62,True,True,False,False,False,False,False,False,False,2015-2025
Pulitzer Prize for Music,music,2020.0,Q344683,Anthony Davis,Davis,African Americans,United States,United States,DAVIS,2.44,True,True,False,False,False,False,False,False,False,2015-2025
Pulitzer Prize for Music,music,2021.0,Q463308,Tania León,León,Afro-Cuban,Cuba,Cuba,LEÓN,,False,False,False,False,False,False,False,False,False,2015-2025
Pulitzer Prize for Music,music,2022.0,Q7296393,Raven Chacon,Chacon,Navajo,United States,United States,CHACON,91.96,True,True,False,False,False,True,True,True,True,2015-2025
Pulitzer Prize for Music,music,2023.0,Q2413003,Michael Abels,Abels,,United States,United States,ABELS,1.41,True,True,False,False,False,False,False,False,False,2015-2025
Pulitzer Prize for Music,music,2023.0,Q7320514,Rhiannon Giddens,Giddens,,United States,United States,GIDDENS,3.27,True,True,False,False,False,False,False,False,False,2015-2025
Pulitzer Prize for Poetry,letters,1990.0,Q722555,Charles Simic,Q37066310|Simić,,Serbia|United States,Serbia,SIMIĆ,,False,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1991.0,Q6897736,Mona Van Duyn,,,United States,United States,DUYN,,False,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1992.0,Q531155,James Tate,Tate,,United States,United States,TATE,2.12,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1993.0,Q2344210,Louise Glück,Glück,,United States,United States,GLÜCK,,False,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1994.0,Q2601996,Yusef Komunyakaa,,,United States,United States,KOMUNYAKAA,,False,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1995.0,Q531273,Philip Levine,Q21510733,,United States,United States,LEVINE,2.85,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1996.0,Q6278867,Jorie Graham,Graham,,United States,United States,GRAHAM,2.55,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1997.0,Q6558751,Lisel Mueller,Mueller,,Germany|United States,Germany,MUELLER,2.02,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1998.0,Q2960465,Charles Wright,Wright,,United States,United States,WRIGHT,2.36,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,1999.0,Q928775,Mark Strand,Strand,,United States,Canada,STRAND,2.1,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2000.0,Q2930440,C. K. Williams,Williams,,United States,United States,WILLIAMS,2.49,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2001.0,Q3973175,Stephen Dunn,Dunn,,United States,United States,DUNN,2.25,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2002.0,Q5040035,Carl Dennis,Dennis,,United States,United States,DENNIS,2.88,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2003.0,Q2061388,Paul Muldoon,Muldoon,,United Kingdom,United Kingdom,MULDOON,2.2,True,False,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2004.0,Q5493008,Franz Wright,Wright,,United States,Austria,WRIGHT,2.36,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2005.0,Q140196,Ted Kooser,Kooser,,United States,United States,KOOSER,1.51,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2006.0,Q5129165,Claudia Emerson,Emerson,,United States,United States,EMERSON,2.68,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2007.0,Q6968508,Natasha Trethewey,Trethewey,,United States,United States,TRETHEWEY,2.88,True,True,False,False,False,False,False,False,False,1990-2014
Pulitzer Prize for Poetry,letters,2008.0,Q7184353,Philip Schultz,Schultz,,United States,United States,SCHULTZ,2.22,True,True,False,False,False,False,False,False,False,1990-2014
