cbsa,NAME,pop_b03001,mexican_share,all,tagged,mexican,cbp_restaurants,osm_coverage,tagged_coverage
45020,"Sweetwater, TX Micro Area",14565,0.34013,30.0,25.0,5.0,28.0,1.071429,0.892857
45060,"Syracuse, NY Metro Area",657128,0.006277,818.0,647.0,49.0,922.0,0.887202,0.701735
45180,"Talladega-Sylacauga, AL Micro Area",91493,0.012209,49.0,44.0,3.0,89.0,0.550562,0.494382
45220,"Tallahassee, FL Metro Area",388298,0.021071,673.0,571.0,59.0,625.0,1.0768,0.9136
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3240469,0.03694,3153.0,2616.0,242.0,4769.0,0.661145,0.548543
45340,"Taos, NM Micro Area",34516,0.189014,81.0,62.0,17.0,76.0,1.065789,0.815789
45380,"Taylorville, IL Micro Area",33684,0.023394,13.0,10.0,1.0,44.0,0.295455,0.227273
45460,"Terre Haute, IN Metro Area",168850,0.01544,184.0,157.0,17.0,246.0,0.747967,0.638211
45500,"Texarkana, TX-AR Metro Area",146868,0.053123,183.0,161.0,21.0,233.0,0.785408,0.690987
45580,"Thomaston, GA Micro Area",27856,0.020319,13.0,12.0,1.0,37.0,0.351351,0.324324
45620,"Thomasville, GA Micro Area",71752,0.049922,102.0,86.0,10.0,103.0,0.990291,0.834951
45700,"Tifton, GA Micro Area",50237,0.095746,78.0,70.0,6.0,103.0,0.757282,0.679612
45740,"Toccoa, GA Micro Area",26842,0.018851,13.0,12.0,1.0,31.0,0.419355,0.387097
45820,"Topeka, KS Metro Area",232724,0.093557,239.0,186.0,24.0,292.0,0.818493,0.636986
45860,"Torrington, CT Micro Area",112848,0.012761,89.0,63.0,2.0,193.0,0.46114,0.326425
45880,"Town of Pecos, TX Micro Area",13219,0.77434,28.0,17.0,0.0,25.0,1.12,0.68
45900,"Traverse City, MI Metro Area",154657,0.022275,304.0,220.0,22.0,285.0,1.066667,0.77193
45940,"Trenton-Princeton, NJ Metro Area",383286,0.013666,524.0,394.0,30.0,585.0,0.895726,0.673504
45980,"Troy, AL Micro Area",32953,0.017479,51.0,45.0,4.0,51.0,1.0,0.882353
46020,"Truckee-Grass Valley, CA Micro Area",102452,0.069106,115.0,75.0,8.0,155.0,0.741935,0.483871
46060,"Tucson, AZ Metro Area",1049947,0.320508,1168.0,966.0,183.0,1416.0,0.824859,0.682203
46180,"Tupelo, MS Micro Area",132079,0.023547,140.0,123.0,10.0,239.0,0.585774,0.514644
46220,"Tuscaloosa, AL Metro Area",275217,0.026499,412.0,325.0,45.0,348.0,1.183908,0.933908
46300,"Twin Falls, ID Metro Area",116909,0.194074,103.0,93.0,13.0,183.0,0.562842,0.508197
46340,"Tyler, TX Metro Area",238014,0.184871,197.0,181.0,28.0,382.0,0.515707,0.473822
46380,"Ukiah, CA Micro Area",90709,0.240693,175.0,129.0,31.0,174.0,1.005747,0.741379
46520,"Urban Honolulu, HI Metro Area",1003666,0.031001,1440.0,1155.0,68.0,1824.0,0.789474,0.633224
46540,"Utica-Rome, NY Metro Area",289577,0.007,240.0,183.0,11.0,464.0,0.517241,0.394397
46620,"Uvalde, TX Micro Area",24810,0.639379,40.0,33.0,5.0,41.0,0.97561,0.804878
46660,"Valdosta, GA Metro Area",149139,0.033868,291.0,252.0,28.0,218.0,1.334862,1.155963
46700,"Vallejo, CA Metro Area",450824,0.218134,400.0,350.0,54.0,611.0,0.654664,0.572831
46860,"Vernal, UT Micro Area",36458,0.065253,43.0,39.0,7.0,46.0,0.934783,0.847826
46900,"Vernon, TX Micro Area",12712,0.258339,12.0,10.0,3.0,22.0,0.545455,0.454545
46980,"Vicksburg, MS Micro Area",43623,0.012837,40.0,28.0,2.0,75.0,0.533333,0.373333
47020,"Victoria, TX Metro Area",98377,0.416815,41.0,34.0,2.0,153.0,0.267974,0.222222
47080,"Vidalia, GA Micro Area",35618,0.085603,18.0,14.0,3.0,55.0,0.327273,0.254545
47180,"Vincennes, IN Micro Area",36108,0.015149,34.0,32.0,4.0,52.0,0.653846,0.615385
47220,"Vineland, NJ Metro Area",152915,0.12265,129.0,82.0,14.0,184.0,0.701087,0.445652
47240,"Vineyard Haven, MA Micro Area",20751,0.002699,59.0,42.0,5.0,94.0,0.62766,0.446809
47300,"Visalia, CA Metro Area",475774,0.621102,366.0,329.0,67.0,547.0,0.669104,0.601463
47340,"Wabash, IN Micro Area",30901,0.014142,42.0,35.0,5.0,46.0,0.913043,0.76087
47380,"Waco, TX Metro Area",299217,0.23117,336.0,284.0,40.0,432.0,0.777778,0.657407
47420,"Wahpeton, ND-MN Micro Area",22963,0.023777,16.0,14.0,3.0,26.0,0.615385,0.538462
47580,"Warner Robins, GA Metro Area",195171,0.038269,178.0,165.0,14.0,318.0,0.559748,0.518868
47700,"Warsaw, IN Micro Area",80357,0.064189,88.0,72.0,12.0,123.0,0.715447,0.585366
47780,"Washington, IN Micro Area",33442,0.050954,9.0,8.0,2.0,37.0,0.243243,0.216216
47930,"Waterbury-Shelton, CT Metro Area",452303,0.009752,318.0,244.0,17.0,677.0,0.469719,0.360414
47940,"Waterloo-Cedar Falls, IA Metro Area",168163,0.024375,218.0,166.0,25.0,221.0,0.986425,0.751131
48060,"Watertown-Fort Drum, NY Metro Area",116130,0.021235,128.0,104.0,4.0,199.0,0.643216,0.522613
48180,"Waycross, GA Micro Area",55954,0.029399,42.0,34.0,3.0,85.0,0.494118,0.4
48620,"Wichita, KS Metro Area",648935,0.117893,678.0,582.0,86.0,1040.0,0.651923,0.559615
48660,"Wichita Falls, TX Metro Area",148978,0.164669,132.0,119.0,21.0,202.0,0.653465,0.589109
48680,"Wildwood-The Villages, FL Metro Area",137536,0.020576,56.0,47.0,3.0,150.0,0.373333,0.313333
48780,"Williston, ND Micro Area",39368,0.06612,27.0,27.0,5.0,57.0,0.473684,0.473684
48820,"Willmar, MN Micro Area",43757,0.093356,34.0,30.0,6.0,53.0,0.641509,0.566038
49080,"Winnemucca, NV Micro Area",17299,0.247876,36.0,28.0,5.0,32.0,1.125,0.875
49100,"Winona, MN Micro Area",49705,0.026174,52.0,42.0,5.0,70.0,0.742857,0.6
49340,"Worcester, MA Metro Area",861664,0.008023,943.0,752.0,51.0,1205.0,0.782573,0.624066
49380,"Worthington, MN Micro Area",22067,0.144333,17.0,15.0,0.0,26.0,0.653846,0.576923
49700,"Yuba City, CA Metro Area",182050,0.274359,114.0,97.0,21.0,200.0,0.57,0.485
49740,"Yuma, AZ Metro Area",207685,0.615822,206.0,183.0,33.0,231.0,0.891775,0.792208
49820,"Zapata, TX Micro Area",13855,0.892963,8.0,8.0,3.0,14.0,0.571429,0.571429
