cbsa,NAME,pop_total,pop_b03001,mexican_origin,median_hh_income,mexican_share,all,restaurant,tagged,named,mexican_by_name,mexican,chinese,italian,indian,thai,japanese,vietnamese,korean,american,cbsa_states,all_states_fetched
21740,"Evanston, WY-UT Micro Area",23193,23193,1554,81526,0.067002975035571,19.0,15.0,11.0,19.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,UT+WY,False
21780,"Evansville, IN Metro Area",269721,269721,5081,67671,0.0188379844357688,293.0,161.0,245.0,290.0,22.0,28.0,4.0,43.0,0.0,2.0,9.0,0.0,3.0,86.0,IN,True
21820,"Fairbanks-College, AK Metro Area",95555,95555,4673,84722,0.0489037726963528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AK,False
21860,"Fairmont, MN Micro Area",19864,19864,994,62969,0.0500402738622633,13.0,5.0,10.0,12.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,MN,True
21900,"Fairmont, WV Micro Area",56042,56042,231,67537,0.0041219085685735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,False
21980,"Fallon, NV Micro Area",25614,25614,2724,73268,0.1063480908877957,28.0,15.0,20.0,25.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,NV,True
22020,"Fargo, ND-MN Metro Area",254914,254914,6476,75523,0.0254046462728606,248.0,139.0,198.0,240.0,19.0,22.0,7.0,36.0,1.0,0.0,6.0,0.0,1.0,69.0,MN+ND,True
22060,"Faribault-Northfield, MN Micro Area",67389,67389,5262,82792,0.078083960290255,84.0,55.0,73.0,81.0,9.0,12.0,3.0,11.0,1.0,1.0,3.0,1.0,0.0,22.0,MN,True
22100,"Farmington, MO Micro Area",66864,66864,672,54813,0.0100502512562814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
22140,"Farmington, NM Metro Area",121178,121178,13441,53020,0.1109194738318836,152.0,68.0,127.0,147.0,11.0,15.0,6.0,17.0,1.0,2.0,1.0,0.0,0.0,53.0,NM,True
22180,"Fayetteville, NC Metro Area",389851,389851,18551,58909,0.0475848465182851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
22190,"Fayetteville, TN Micro Area",35617,35617,958,63115,0.0268972681584636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
22220,"Fayetteville-Springdale-Rogers, AR Metro Area",563436,563436,69316,77979,0.1230237329528109,727.0,378.0,630.0,704.0,71.0,99.0,17.0,76.0,4.0,11.0,18.0,3.0,3.0,191.0,AR,True
22260,"Fergus Falls, MN Micro Area",60281,60281,1297,70912,0.021515900532506,58.0,42.0,39.0,56.0,3.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,MN,True
22300,"Findlay, OH Micro Area",74885,74885,3552,69699,0.0474327301862856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
22340,"Fitzgerald, GA Micro Area",17138,17138,728,39081,0.0424787022989847,10.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,GA,True
22380,"Flagstaff, AZ Metro Area",144643,144643,15508,69748,0.1072156965770898,291.0,201.0,220.0,283.0,25.0,37.0,7.0,38.0,2.0,7.0,7.0,2.0,1.0,75.0,AZ,True
22420,"Flint, MI Metro Area",404087,404087,12098,60673,0.0299390972736069,484.0,219.0,428.0,474.0,29.0,48.0,25.0,78.0,1.0,4.0,4.0,0.0,1.0,137.0,MI,True
22500,"Florence, SC Metro Area",199675,199675,3149,53874,0.0157706272693126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,False
22520,"Florence-Muscle Shoals, AL Metro Area",152685,152685,3694,58049,0.0241936012050954,235.0,126.0,211.0,231.0,22.0,25.0,9.0,24.0,0.0,1.0,2.0,0.0,0.0,93.0,AL,True
22540,"Fond du Lac, WI Metro Area",104053,104053,4897,73154,0.0470625546596446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,False
22580,"Forest City, NC Micro Area",64850,64850,2183,49771,0.0336622976098689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
22620,"Forrest City, AR Micro Area",22740,22740,234,41784,0.0102902374670184,14.0,4.0,12.0,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,AR,True
22660,"Fort Collins-Loveland, CO Metro Area",363561,363561,32707,91364,0.0899628948099493,583.0,352.0,500.0,576.0,61.0,99.0,14.0,65.0,9.0,16.0,23.0,5.0,3.0,126.0,CO,True
22700,"Fort Dodge, IA Micro Area",36848,36848,1235,68054,0.0335160660008684,24.0,7.0,20.0,22.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,IA,True
22780,"Fort Leonard Wood, MO Micro Area",53850,53850,2689,66435,0.0499350046425255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
22800,"Fort Madison, IA Micro Area",33175,33175,1049,59803,0.0316201959306706,38.0,19.0,31.0,38.0,3.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,IA,True
22820,"Fort Morgan, CO Micro Area",29186,29186,8583,75407,0.2940793531145069,26.0,15.0,23.0,25.0,3.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,CO,True
22840,"Fort Payne, AL Micro Area",71946,71946,6243,51149,0.0867734133933783,59.0,27.0,51.0,56.0,3.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,29.0,AL,True
22900,"Fort Smith, AR-OK Metro Area",228916,228916,17435,56717,0.0761633088119659,249.0,139.0,205.0,243.0,19.0,34.0,5.0,30.0,2.0,2.0,4.0,3.0,1.0,67.0,AR+OK,False
23060,"Fort Wayne, IN Metro Area",451440,451440,25616,69378,0.056742867269183,471.0,256.0,392.0,451.0,31.0,45.0,15.0,65.0,3.0,5.0,8.0,4.0,1.0,130.0,IN,True
23140,"Frankfort, IN Micro Area",32967,32967,5734,63690,0.1739315072648406,26.0,15.0,17.0,19.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,IN,True
23180,"Frankfort, KY Micro Area",75661,75661,1089,68277,0.0143931483855619,73.0,33.0,67.0,71.0,5.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,36.0,KY,True
23190,"Franklin, KY Micro Area",19786,19786,440,57392,0.0222379460224401,39.0,21.0,31.0,38.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,KY,True
23240,"Fredericksburg, TX Micro Area",27202,27202,5313,67799,0.1953165208440556,52.0,41.0,32.0,51.0,1.0,5.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,14.0,TX,True
23300,"Freeport, IL Micro Area",44042,44042,1713,61943,0.0388946914309068,52.0,34.0,44.0,52.0,2.0,6.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,15.0,IL,True
23340,"Fremont, NE Micro Area",37146,37146,3557,71294,0.095757282076132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
23380,"Fremont, OH Micro Area",58770,58770,5135,62500,0.0873745108048324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
23420,"Fresno, CA Metro Area",1170942,1170942,595107,71897,0.5082292718170499,1287.0,796.0,971.0,1063.0,121.0,177.0,50.0,138.0,18.0,3.0,49.0,10.0,7.0,258.0,CA,True
23460,"Gadsden, AL Metro Area",103208,103208,2631,53070,0.0254922099062088,98.0,41.0,86.0,92.0,3.0,8.0,4.0,8.0,0.0,0.0,3.0,0.0,0.0,40.0,AL,True
23500,"Gaffney, SC Micro Area",56299,56299,1672,49047,0.0296985736869216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,False
23540,"Gainesville, FL Metro Area",344521,344521,6340,58946,0.0184023615396448,396.0,241.0,318.0,379.0,20.0,33.0,16.0,43.0,4.0,2.0,16.0,1.0,4.0,97.0,FL,True
23580,"Gainesville, GA Metro Area",208395,208395,41476,77430,0.1990258883370522,132.0,58.0,117.0,130.0,9.0,13.0,3.0,14.0,0.0,2.0,1.0,0.0,0.0,49.0,GA,True
23620,"Gainesville, TX Micro Area",42473,42473,7578,72472,0.1784192310408965,50.0,21.0,46.0,49.0,5.0,11.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,16.0,TX,True
23660,"Galesburg, IL Micro Area",49294,49294,2194,53291,0.0445084594473972,53.0,28.0,42.0,53.0,5.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,16.0,IL,True
23680,"Gallipolis, OH Micro Area",29162,29162,232,56455,0.0079555586036623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
23700,"Gallup, NM Micro Area",71172,71172,6807,44496,0.0956415444275838,76.0,37.0,59.0,73.0,7.0,8.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,28.0,NM,True
23780,"Garden City, KS Micro Area",38001,38001,16523,72437,0.4348043472540196,42.0,19.0,41.0,41.0,4.0,8.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,14.0,KS,True
23820,"Gardnerville Ranchos, NV-CA Micro Area",51319,51319,4493,88659,0.0875504199224458,88.0,66.0,61.0,87.0,10.0,12.0,4.0,10.0,1.0,2.0,4.0,0.0,0.0,18.0,CA+NV,True
23900,"Gettysburg, PA Metro Area",105183,105183,4406,81071,0.0418888983961286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
23940,"Gillette, WY Micro Area",47018,47018,3719,95253,0.0790973669658428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WY,False
23980,"Glasgow, KY Micro Area",55042,55042,1267,49004,0.023018785654591,68.0,35.0,54.0,64.0,4.0,8.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,28.0,KY,True
24020,"Glens Falls, NY Metro Area",126443,126443,652,74953,0.0051564736679768,207.0,145.0,120.0,198.0,4.0,8.0,9.0,24.0,1.0,3.0,6.0,0.0,0.0,31.0,NY,True
24100,"Gloversville, NY Micro Area",52787,52787,252,62615,0.0047739026654289,72.0,49.0,48.0,72.0,1.0,1.0,5.0,16.0,0.0,0.0,1.0,0.0,0.0,14.0,NY,True
24140,"Goldsboro, NC Metro Area",117606,117606,8260,58082,0.0702345118446337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
24180,"Granbury, TX Micro Area",64198,64198,7177,86802,0.1117947599613695,72.0,38.0,58.0,72.0,9.0,9.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,19.0,TX,True
24220,"Grand Forks, ND-MN Metro Area",103669,103669,3975,68653,0.0383431884169809,111.0,54.0,93.0,106.0,8.0,14.0,3.0,19.0,0.0,1.0,1.0,1.0,0.0,36.0,MN+ND,True
24260,"Grand Island, NE Metro Area",76619,76619,11300,67397,0.1474830003001866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
24300,"Grand Junction, CO Metro Area",157316,157316,14748,71485,0.0937476162628086,264.0,137.0,237.0,264.0,30.0,49.0,14.0,35.0,1.0,5.0,10.0,1.0,1.0,64.0,CO,True
24330,"Grand Rapids, MN Micro Area",45141,45141,294,66380,0.0065129261646839,38.0,25.0,20.0,37.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,MN,True
24340,"Grand Rapids-Wyoming-Kentwood, MI Metro Area",1154320,1154320,76970,80296,0.066679950100492,1077.0,606.0,885.0,1051.0,85.0,105.0,29.0,162.0,5.0,12.0,26.0,3.0,8.0,271.0,MI,True
24420,"Grants Pass, OR Metro Area",88069,88069,5381,59097,0.0610998194597417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
24460,"Great Bend, KS Micro Area",25275,25275,3891,56733,0.1539465875370919,21.0,8.0,19.0,21.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,KS,True
24500,"Great Falls, MT Metro Area",84601,84601,2905,66203,0.0343376555832673,130.0,75.0,86.0,128.0,18.0,20.0,3.0,20.0,0.0,0.0,0.0,2.0,0.0,19.0,MT,True
24540,"Greeley, CO Metro Area",340711,340711,83862,93287,0.2461382227166132,298.0,131.0,283.0,295.0,35.0,59.0,10.0,48.0,3.0,4.0,7.0,4.0,0.0,78.0,CO,True
24580,"Green Bay, WI Metro Area",329375,329375,20550,77459,0.0623908918406072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,False
24600,"Greencastle, IN Micro Area",37091,37091,429,76182,0.0115661481221859,39.0,22.0,30.0,38.0,3.0,6.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,8.0,IN,True
24620,"Greeneville, TN Micro Area",70919,70919,1901,54071,0.0268052285001198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
24640,"Greenfield, MA Micro Area",70922,70922,524,72584,0.0073883985223202,67.0,45.0,55.0,66.0,1.0,5.0,3.0,11.0,0.0,1.0,0.0,0.0,1.0,17.0,MA,True
24660,"Greensboro-High Point, NC Metro Area",779894,779894,45918,63083,0.0588772320340969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
24700,"Greensburg, IN Micro Area",26411,26411,402,74228,0.0152209306728257,36.0,17.0,32.0,36.0,1.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,10.0,IN,True
24740,"Greenville, MS Micro Area",43674,43674,547,40117,0.0125246141869304,23.0,10.0,19.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,MS,True
24780,"Greenville, NC Metro Area",172279,172279,9446,58851,0.054829665832748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
24820,"Greenville, OH Micro Area",51655,51655,380,64654,0.0073564998548059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
24860,"Greenville-Anderson-Greer, SC Metro Area",945301,945301,33028,69016,0.0349391357884948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,False
24900,"Greenwood, MS Micro Area",37260,37260,604,37718,0.0162104133118625,36.0,19.0,27.0,33.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,MS,True
24940,"Greenwood, SC Micro Area",93681,93681,3099,51044,0.0330803471354917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,False
24980,"Grenada, MS Micro Area",31050,31050,63,46918,0.0020289855072463,39.0,18.0,31.0,37.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,MS,True
25020,"Guayama, PR Metro Area",67171,67171,306,20430,0.0045555373598725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PR,False
25060,"Gulfport-Biloxi, MS Metro Area",418452,418452,8593,61266,0.020535210729068,417.0,230.0,342.0,406.0,19.0,28.0,10.0,35.0,1.0,0.0,12.0,2.0,2.0,150.0,MS,True
25100,"Guymon, OK Micro Area",20880,20880,8465,59275,0.405411877394636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK,False
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",298525,298525,5077,75473,0.017006950841638,157.0,87.0,138.0,156.0,8.0,16.0,10.0,20.0,1.0,2.0,6.0,0.0,1.0,54.0,MD+WV,False
25200,"Hailey, ID Micro Area",31010,31010,5651,81389,0.1822315382134795,38.0,32.0,23.0,36.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,ID,True
25220,"Hammond, LA Metro Area",135218,135218,2910,57256,0.0215208034433285,135.0,73.0,92.0,135.0,8.0,10.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,36.0,LA,True
25260,"Hanford-Corcoran, CA Metro Area",152830,152830,81398,68750,0.5326048550677223,63.0,20.0,60.0,62.0,8.0,15.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,26.0,CA,True
25300,"Hannibal, MO Micro Area",38887,38887,296,63425,0.0076117982873453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
25420,"Harrisburg-Carlisle, PA Metro Area",597894,597894,8320,79281,0.0139155101071427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
25460,"Harrison, AR Micro Area",45071,45071,768,53775,0.0170397816777972,29.0,17.0,15.0,26.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,AR,True
25500,"Harrisonburg, VA Metro Area",136231,136231,5980,72145,0.043896029538064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VA,False
25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1144012,1144012,11151,92823,0.0097472753782302,1288.0,812.0,1092.0,1261.0,52.0,90.0,62.0,232.0,15.0,20.0,42.0,7.0,9.0,229.0,CT,True
25580,"Hastings, NE Micro Area",40503,40503,2918,67077,0.0720440461200404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
25620,"Hattiesburg, MS Metro Area",154567,154567,2692,59008,0.0174163954789832,233.0,105.0,197.0,230.0,14.0,19.0,6.0,26.0,0.0,2.0,7.0,0.0,0.0,61.0,MS,True
25700,"Hays, KS Micro Area",28870,28870,1564,59889,0.0541738829234499,61.0,38.0,48.0,61.0,8.0,10.0,2.0,8.0,0.0,0.0,3.0,1.0,0.0,11.0,KS,True
25720,"Heber, UT Micro Area",78517,78517,7339,125583,0.0934702039048868,200.0,163.0,149.0,196.0,15.0,26.0,4.0,28.0,3.0,3.0,7.0,1.0,0.0,51.0,UT,True
25740,"Helena, MT Metro Area",92391,92391,2022,74040,0.0218852485631717,113.0,78.0,78.0,111.0,11.0,13.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,25.0,MT,True
25770,"Hemlock Farms, PA Micro Area",59691,59691,489,79318,0.0081921897773533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
25775,"Henderson, KY Micro Area",57366,57366,1146,58404,0.0199769898546177,36.0,13.0,28.0,35.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,KY,True
25780,"Henderson, NC Micro Area",42361,42361,2785,46943,0.0657444347395009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
25820,"Hereford, TX Micro Area",18487,18487,13030,54114,0.7048196029642452,11.0,5.0,9.0,11.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,TX,True
25840,"Hermiston-Pendleton, OR Micro Area",92336,92336,24268,69037,0.2628227343614625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
25850,"Hermitage, PA Micro Area",109852,109852,487,60614,0.0044332374467465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
25860,"Hickory-Lenoir-Morganton, NC Metro Area",366972,366972,16679,60255,0.0454503340854343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
25880,"Hillsdale, MI Micro Area",45658,45658,881,60869,0.0192956327478207,35.0,24.0,22.0,35.0,2.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,MI,True
25900,"Hilo-Kailua, HI Micro Area",203684,203684,6966,77215,0.0342000353488737,393.0,281.0,279.0,385.0,12.0,22.0,21.0,35.0,1.0,20.0,33.0,11.0,8.0,66.0,HI,True
25940,"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",222781,222781,14576,81015,0.0654274825950148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,False
25980,"Hinesville, GA Metro Area",84338,84338,3992,60329,0.0473333491427351,62.0,33.0,54.0,58.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,20.0,GA,True
26020,"Hobbs, NM Micro Area",73154,73154,40324,68750,0.5512207124695847,79.0,38.0,67.0,74.0,7.0,12.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,25.0,NM,True
26090,"Holland, MI Micro Area",120913,120913,8145,80255,0.0673624837693217,109.0,64.0,82.0,104.0,7.0,9.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,30.0,MI,True
26140,"Homosassa Springs, FL Metro Area",158693,158693,1668,55355,0.0105108605924646,83.0,50.0,68.0,81.0,4.0,6.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,30.0,FL,True
26220,"Hood River, OR Micro Area",23958,23958,6942,82095,0.2897570748810418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
26300,"Hot Springs, AR Metro Area",100062,100062,5213,55409,0.0520976994263556,72.0,33.0,61.0,70.0,3.0,7.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,29.0,AR,True
26340,"Houghton, MI Micro Area",39534,39534,426,56403,0.0107755349825466,66.0,47.0,43.0,64.0,4.0,4.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,15.0,MI,True
26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",204032,204032,6391,64269,0.0313235178795483,96.0,38.0,86.0,96.0,8.0,10.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,35.0,LA,True
26420,"Houston-Pasadena-The Woodlands, TX Metro Area",7274714,7274714,1902284,80458,0.2614926167544181,6836.0,3414.0,5941.0,6684.0,639.0,947.0,275.0,652.0,58.0,50.0,176.0,112.0,33.0,1740.0,TX,True
26460,"Hudson, NY Micro Area",61245,61245,729,83619,0.0119030124908155,70.0,55.0,46.0,70.0,2.0,3.0,1.0,14.0,0.0,1.0,1.0,0.0,0.0,11.0,NY,True
26500,"Huntingdon, PA Micro Area",43844,43844,189,65429,0.0043107380713438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
26540,"Huntington, IN Micro Area",36757,36757,717,62734,0.0195064885600021,22.0,13.0,17.0,18.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,IN,True
26580,"Huntington-Ashland, WV-KY-OH Metro Area",372801,372801,2787,58483,0.0074758383158843,87.0,33.0,79.0,85.0,5.0,7.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,37.0,KY+OH+WV,False
26620,"Huntsville, AL Metro Area",504712,504712,18352,83529,0.0363613308183677,685.0,354.0,594.0,666.0,65.0,87.0,29.0,64.0,5.0,4.0,20.0,3.0,5.0,195.0,AL,True
26660,"Huntsville, TX Micro Area",78292,78292,13834,49862,0.1766974914422929,52.0,18.0,46.0,51.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,TX,True
26700,"Huron, SD Micro Area",19279,19279,1220,63082,0.0632812905233674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SD,False
26740,"Hutchinson, KS Micro Area",61693,61693,5043,60498,0.0817434717066766,95.0,54.0,78.0,93.0,7.0,12.0,2.0,14.0,0.0,1.0,1.0,0.0,1.0,31.0,KS,True
26780,"Hutchinson, MN Micro Area",36771,36771,2261,78468,0.0614886731391585,42.0,29.0,33.0,42.0,5.0,6.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,12.0,MN,True
26820,"Idaho Falls, ID Metro Area",161944,161944,18389,77300,0.113551598083288,210.0,126.0,173.0,209.0,20.0,36.0,10.0,30.0,1.0,3.0,4.0,1.0,0.0,50.0,ID,True
26860,"Indiana, PA Micro Area",83213,83213,500,58739,0.0060086765289077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
26900,"Indianapolis-Carmel-Greenwood, IN Metro Area",2106327,2106327,113113,77065,0.0537015382701736,2113.0,1154.0,1795.0,2068.0,168.0,261.0,62.0,282.0,20.0,21.0,55.0,3.0,5.0,594.0,IN,True
26980,"Iowa City, IA Metro Area",177420,177420,6815,74142,0.0384116785029872,204.0,125.0,164.0,201.0,11.0,22.0,13.0,21.0,3.0,3.0,6.0,1.0,3.0,44.0,IA,True
27020,"Iron Mountain, MI-WI Micro Area",30557,30557,274,61960,0.008966848839873,27.0,13.0,18.0,26.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,MI+WI,False
27060,"Ithaca, NY Metro Area",102879,102879,1317,73012,0.0128014463593153,178.0,132.0,144.0,174.0,11.0,15.0,10.0,25.0,3.0,3.0,9.0,3.0,7.0,27.0,NY,True
27100,"Jackson, MI Metro Area",160187,160187,4952,65004,0.030913869415121,113.0,51.0,90.0,109.0,4.0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,41.0,MI,True
27140,"Jackson, MS Metro Area",615908,615908,11190,60489,0.0181682978626678,532.0,265.0,430.0,509.0,23.0,36.0,5.0,43.0,2.0,3.0,12.0,0.0,1.0,175.0,MS,True
27180,"Jackson, TN Metro Area",180844,180844,5815,58740,0.0321547853398509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
27220,"Jackson, WY-ID Micro Area",35459,35459,3998,106679,0.1127499365464339,12.0,11.0,10.0,11.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,ID+WY,False
27260,"Jacksonville, FL Metro Area",1645707,1645707,30207,77013,0.0183550291759104,1637.0,903.0,1287.0,1607.0,91.0,128.0,40.0,149.0,5.0,12.0,54.0,4.0,4.0,409.0,FL,True
27300,"Jacksonville, IL Micro Area",37468,37468,709,66168,0.0189228141347283,37.0,16.0,32.0,36.0,3.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,IL,True
27340,"Jacksonville, NC Metro Area",208537,208537,11709,64568,0.0561483094127181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
