measure,grp,age_grp,educ,sex,n_unw,weighted
emp,USWHITE,25-34,1_lths,2,4259,180388.0
emp,USWHITE,25-34,2_hs,1,31275,2485244.0
emp,USWHITE,25-34,2_hs,2,19612,1353620.0
emp,USWHITE,25-34,3_somecoll,1,30683,2779733.0
emp,USWHITE,25-34,3_somecoll,2,28688,2299558.0
emp,USWHITE,25-34,4_ba,1,33690,3336127.0
emp,USWHITE,25-34,4_ba,2,37401,3394207.0
emp,USWHITE,25-34,5_grad,1,11277,1097842.0
emp,USWHITE,25-34,5_grad,2,19189,1802188.0
emp,USWHITE,35-44,1_lths,1,7013,384141.0
emp,USWHITE,35-44,1_lths,2,4374,189798.0
emp,USWHITE,35-44,2_hs,1,30187,2259165.0
emp,USWHITE,35-44,2_hs,2,19389,1285717.0
emp,USWHITE,35-44,3_somecoll,1,34292,2951935.0
emp,USWHITE,35-44,3_somecoll,2,32676,2549501.0
emp,USWHITE,35-44,4_ba,1,31971,2957106.0
emp,USWHITE,35-44,4_ba,2,34734,2811186.0
emp,USWHITE,35-44,5_grad,1,18742,1720676.0
emp,USWHITE,35-44,5_grad,2,26871,2298963.0
emp,USWHITE,45-54,1_lths,1,7308,375855.0
emp,USWHITE,45-54,1_lths,2,4684,186934.0
emp,USWHITE,45-54,2_hs,1,30817,2223908.0
emp,USWHITE,45-54,2_hs,2,22752,1384149.0
emp,USWHITE,45-54,3_somecoll,1,33145,2687594.0
emp,USWHITE,45-54,3_somecoll,2,34412,2447746.0
emp,USWHITE,45-54,4_ba,1,27748,2445609.0
emp,USWHITE,45-54,4_ba,2,31202,2391634.0
emp,USWHITE,45-54,5_grad,1,17865,1584357.0
emp,USWHITE,45-54,5_grad,2,23870,1951120.0
emp,USWHITE,55-64,1_lths,1,10558,404223.0
emp,USWHITE,55-64,1_lths,2,7659,224790.0
emp,USWHITE,55-64,2_hs,1,46976,2466655.0
emp,USWHITE,55-64,2_hs,2,43091,1853626.0
emp,USWHITE,55-64,3_somecoll,1,41553,2460580.0
emp,USWHITE,55-64,3_somecoll,2,50646,2578615.0
emp,USWHITE,55-64,4_ba,1,31964,2158995.0
emp,USWHITE,55-64,4_ba,2,35641,1980579.0
emp,USWHITE,55-64,5_grad,1,19740,1373801.0
emp,USWHITE,55-64,5_grad,2,22865,1335813.0
emp_earn,FBOTHER,25-34,1_lths,1,2600,12267523986.6
emp_earn,FBOTHER,25-34,1_lths,2,2094,4439700341.6
emp_earn,FBOTHER,25-34,2_hs,1,4121,22919113366.6
emp_earn,FBOTHER,25-34,2_hs,2,3526,10229061091.8
emp_earn,FBOTHER,25-34,3_somecoll,1,3688,22436624186.4
emp_earn,FBOTHER,25-34,3_somecoll,2,3952,14732199124.8
emp_earn,FBOTHER,25-34,4_ba,1,5572,55615522759.6
emp_earn,FBOTHER,25-34,4_ba,2,7109,42999593904.4
emp_earn,FBOTHER,25-34,5_grad,1,5129,69436746560.5
emp_earn,FBOTHER,25-34,5_grad,2,5595,49724903748.6
emp_earn,FBOTHER,35-44,1_lths,1,3630,21712182142.8
emp_earn,FBOTHER,35-44,1_lths,2,3389,9295963682.2
emp_earn,FBOTHER,35-44,2_hs,1,4651,34380273191.7
emp_earn,FBOTHER,35-44,2_hs,2,4563,15948528136.1
emp_earn,FBOTHER,35-44,3_somecoll,1,4588,37487198635.6
emp_earn,FBOTHER,35-44,3_somecoll,2,5301,24521750967.1
emp_earn,FBOTHER,35-44,4_ba,1,6996,97142451629.7
emp_earn,FBOTHER,35-44,4_ba,2,9037,62973438077.5
emp_earn,FBOTHER,35-44,5_grad,1,7930,148239576147.9
emp_earn,FBOTHER,35-44,5_grad,2,8760,92954704248.6
emp_earn,FBOTHER,45-54,1_lths,1,4056,23507898095.6
emp_earn,FBOTHER,45-54,1_lths,2,4201,11901882400.8
emp_earn,FBOTHER,45-54,2_hs,1,4916,33823006740.4
emp_earn,FBOTHER,45-54,2_hs,2,5740,19950086150.7
emp_earn,FBOTHER,45-54,3_somecoll,1,4991,42259244001.3
emp_earn,FBOTHER,45-54,3_somecoll,2,6426,29528489701.2
emp_earn,FBOTHER,45-54,4_ba,1,6866,86615739725.1
emp_earn,FBOTHER,45-54,4_ba,2,8872,58141007157.6
emp_earn,FBOTHER,45-54,5_grad,1,7472,137362042597.3
emp_earn,FBOTHER,45-54,5_grad,2,7943,80373809523.0
emp_earn,FBOTHER,55-64,1_lths,1,4332,19203462464.9
emp_earn,FBOTHER,55-64,1_lths,2,4992,10027682149.6
emp_earn,FBOTHER,55-64,2_hs,1,5544,27837809474.7
emp_earn,FBOTHER,55-64,2_hs,2,6679,18036687715.4
emp_earn,FBOTHER,55-64,3_somecoll,1,5524,33540446576.4
emp_earn,FBOTHER,55-64,3_somecoll,2,6984,25390213029.9
emp_earn,FBOTHER,55-64,4_ba,1,5754,50894066731.1
emp_earn,FBOTHER,55-64,4_ba,2,7254,35393616471.7
emp_earn,FBOTHER,55-64,5_grad,1,6094,84916623043.0
emp_earn,FBOTHER,55-64,5_grad,2,5163,40960683173.0
emp_earn,MEXBORN,25-34,1_lths,1,1979,8690127862.7
emp_earn,MEXBORN,25-34,1_lths,2,1016,2110135722.4
emp_earn,MEXBORN,25-34,2_hs,1,2374,12848100447.7
emp_earn,MEXBORN,25-34,2_hs,2,1816,5696413130.4
emp_earn,MEXBORN,25-34,3_somecoll,1,1193,7212587545.8
emp_earn,MEXBORN,25-34,3_somecoll,2,1255,4598664568.1
emp_earn,MEXBORN,25-34,4_ba,1,776,5721561304.0
emp_earn,MEXBORN,25-34,4_ba,2,856,4223861346.3
emp_earn,MEXBORN,25-34,5_grad,1,246,1942358188.0
emp_earn,MEXBORN,25-34,5_grad,2,281,1843628351.1
emp_earn,MEXBORN,35-44,1_lths,1,4141,25092530301.6
emp_earn,MEXBORN,35-44,1_lths,2,3187,6756355009.3
emp_earn,MEXBORN,35-44,2_hs,1,2887,19592402553.6
emp_earn,MEXBORN,35-44,2_hs,2,2513,7061972598.5
emp_earn,MEXBORN,35-44,3_somecoll,1,1327,10695003077.1
emp_earn,MEXBORN,35-44,3_somecoll,2,1498,6006624798.0
emp_earn,MEXBORN,35-44,4_ba,1,732,8513500110.2
emp_earn,MEXBORN,35-44,4_ba,2,883,4938544992.1
emp_earn,MEXBORN,35-44,5_grad,1,323,4277367036.8
emp_earn,MEXBORN,35-44,5_grad,2,419,3340583562.1
emp_earn,MEXBORN,45-54,1_lths,1,5396,32052952141.7
emp_earn,MEXBORN,45-54,1_lths,2,5065,10157260195.8
emp_earn,MEXBORN,45-54,2_hs,1,2741,18462412258.9
emp_earn,MEXBORN,45-54,2_hs,2,2894,8285952723.1
emp_earn,MEXBORN,45-54,3_somecoll,1,1259,9652030101.3
emp_earn,MEXBORN,45-54,3_somecoll,2,1548,6114601471.1
emp_earn,MEXBORN,45-54,4_ba,1,578,6755324476.4
emp_earn,MEXBORN,45-54,4_ba,2,813,3893053406.9
emp_earn,MEXBORN,45-54,5_grad,1,332,4948022652.7
emp_earn,MEXBORN,45-54,5_grad,2,364,2641427910.9
emp_earn,MEXBORN,55-64,1_lths,1,4858,21594528938.7
emp_earn,MEXBORN,55-64,1_lths,2,4405,7113822744.6
emp_earn,MEXBORN,55-64,2_hs,1,1995,10778925913.7
emp_earn,MEXBORN,55-64,2_hs,2,2027,5196818689.0
emp_earn,MEXBORN,55-64,3_somecoll,1,1070,6728620667.3
emp_earn,MEXBORN,55-64,3_somecoll,2,1260,4097570855.7
emp_earn,MEXBORN,55-64,4_ba,1,519,3704321267.8
emp_earn,MEXBORN,55-64,4_ba,2,597,2480358512.9
emp_earn,MEXBORN,55-64,5_grad,1,253,2765263740.0
emp_earn,MEXBORN,55-64,5_grad,2,272,1542931876.7
emp_earn,USMEX,25-34,1_lths,1,2019,6400801060.7
emp_earn,USMEX,25-34,1_lths,2,1264,2279907853.2
emp_earn,USMEX,25-34,2_hs,1,6618,31994533516.2
emp_earn,USMEX,25-34,2_hs,2,4840,15566616534.5
emp_earn,USMEX,25-34,3_somecoll,1,5931,34677110491.2
emp_earn,USMEX,25-34,3_somecoll,2,6224,24057878531.7
emp_earn,USMEX,25-34,4_ba,1,3153,23338564928.1
emp_earn,USMEX,25-34,4_ba,2,4175,24560613263.8
emp_earn,USMEX,25-34,5_grad,1,771,6884682549.0
emp_earn,USMEX,25-34,5_grad,2,1440,10106704262.0
emp_earn,USMEX,35-44,1_lths,1,1853,7814437253.4
emp_earn,USMEX,35-44,1_lths,2,1227,3556636176.3
emp_earn,USMEX,35-44,2_hs,1,3903,26016603894.3
emp_earn,USMEX,35-44,2_hs,2,2961,11076861616.3
emp_earn,USMEX,35-44,3_somecoll,1,3764,28250353696.2
emp_earn,USMEX,35-44,3_somecoll,2,4041,18751139156.1
emp_earn,USMEX,35-44,4_ba,1,1800,20792219449.4
emp_earn,USMEX,35-44,4_ba,2,2352,17239770545.3
emp_earn,USMEX,35-44,5_grad,1,842,13030117066.5
emp_earn,USMEX,35-44,5_grad,2,1375,12659558649.1
emp_earn,USMEX,45-54,1_lths,1,1371,6529194206.1
emp_earn,USMEX,45-54,1_lths,2,1032,2001781719.3
emp_earn,USMEX,45-54,2_hs,1,2508,15531323326.9
emp_earn,USMEX,45-54,2_hs,2,2196,8227709379.3
emp_earn,USMEX,45-54,3_somecoll,1,2631,21985082611.6
emp_earn,USMEX,45-54,3_somecoll,2,2847,13566985244.0
emp_earn,USMEX,45-54,4_ba,1,1122,13070139699.6
emp_earn,USMEX,45-54,4_ba,2,1365,10689685506.2
emp_earn,USMEX,45-54,5_grad,1,631,9401407682.0
emp_earn,USMEX,45-54,5_grad,2,982,9048813982.3
emp_earn,USMEX,55-64,1_lths,1,1229,3680879232.5
emp_earn,USMEX,55-64,1_lths,2,1089,2392778329.1
emp_earn,USMEX,55-64,2_hs,1,2135,9202165395.8
emp_earn,USMEX,55-64,2_hs,2,2249,5432104161.4
emp_earn,USMEX,55-64,3_somecoll,1,1842,9285726217.7
emp_earn,USMEX,55-64,3_somecoll,2,2314,7682154504.6
emp_earn,USMEX,55-64,4_ba,1,765,7152480437.7
emp_earn,USMEX,55-64,4_ba,2,883,4638380823.3
emp_earn,USMEX,55-64,5_grad,1,417,5378205658.1
emp_earn,USMEX,55-64,5_grad,2,561,4101141975.8
emp_earn,USWHITE,25-34,1_lths,1,6229,16792364068.1
emp_earn,USWHITE,25-34,1_lths,2,4259,5513967487.3
emp_earn,USWHITE,25-34,2_hs,1,31275,126471864402.8
emp_earn,USWHITE,25-34,2_hs,2,19612,46901934079.9
emp_earn,USWHITE,25-34,3_somecoll,1,30683,165286006740.3
emp_earn,USWHITE,25-34,3_somecoll,2,28688,94078179269.0
emp_earn,USWHITE,25-34,4_ba,1,33690,297694317709.1
emp_earn,USWHITE,25-34,4_ba,2,37401,227546649143.3
emp_earn,USWHITE,25-34,5_grad,1,11277,115154679944.1
emp_earn,USWHITE,25-34,5_grad,2,19189,144712532316.5
emp_earn,USWHITE,35-44,1_lths,1,7013,23415965892.8
emp_earn,USWHITE,35-44,1_lths,2,4374,6585502589.3
emp_earn,USWHITE,35-44,2_hs,1,30187,147471691591.9
emp_earn,USWHITE,35-44,2_hs,2,19389,53096994984.4
emp_earn,USWHITE,35-44,3_somecoll,1,34292,231763207783.4
emp_earn,USWHITE,35-44,3_somecoll,2,32676,126771265389.7
emp_earn,USWHITE,35-44,4_ba,1,31971,376812859567.6
emp_earn,USWHITE,35-44,4_ba,2,34734,230496320359.5
emp_earn,USWHITE,35-44,5_grad,1,18742,282300917790.6
emp_earn,USWHITE,35-44,5_grad,2,26871,242282323504.1
emp_earn,USWHITE,45-54,1_lths,1,7308,22851174445.0
emp_earn,USWHITE,45-54,1_lths,2,4684,7087568915.1
emp_earn,USWHITE,45-54,2_hs,1,30817,161821392923.9
emp_earn,USWHITE,45-54,2_hs,2,22752,63368858823.8
emp_earn,USWHITE,45-54,3_somecoll,1,33145,240385648753.7
emp_earn,USWHITE,45-54,3_somecoll,2,34412,138965647643.9
emp_earn,USWHITE,45-54,4_ba,1,27748,355910477302.2
emp_earn,USWHITE,45-54,4_ba,2,31202,212289097544.8
emp_earn,USWHITE,45-54,5_grad,1,17865,292894779788.6
emp_earn,USWHITE,45-54,5_grad,2,23870,218704366571.0
emp_earn,USWHITE,55-64,1_lths,1,10558,25521701896.9
emp_earn,USWHITE,55-64,1_lths,2,7659,8458207262.6
emp_earn,USWHITE,55-64,2_hs,1,46976,171978927687.1
emp_earn,USWHITE,55-64,2_hs,2,43091,82941245074.2
emp_earn,USWHITE,55-64,3_somecoll,1,41553,216161360414.6
emp_earn,USWHITE,55-64,3_somecoll,2,50646,147902475973.1
emp_earn,USWHITE,55-64,4_ba,1,31964,302684802169.0
emp_earn,USWHITE,55-64,4_ba,2,35641,165262002186.7
emp_earn,USWHITE,55-64,5_grad,1,19740,253786252956.2
emp_earn,USWHITE,55-64,5_grad,2,22865,144226121815.2
g_film_tv,FBOTHER,25-34,1_lths,1,2600,356.0
g_film_tv,FBOTHER,25-34,1_lths,2,2094,37.0
g_film_tv,FBOTHER,25-34,2_hs,1,4121,392.0
g_film_tv,FBOTHER,25-34,2_hs,2,3526,87.0
g_film_tv,FBOTHER,25-34,3_somecoll,1,3688,1325.0
g_film_tv,FBOTHER,25-34,3_somecoll,2,3952,65.0
g_film_tv,FBOTHER,25-34,4_ba,1,5572,3911.0
g_film_tv,FBOTHER,25-34,4_ba,2,7109,2487.0
g_film_tv,FBOTHER,25-34,5_grad,1,5129,1393.0
g_film_tv,FBOTHER,25-34,5_grad,2,5595,2232.0
g_film_tv,FBOTHER,35-44,1_lths,1,3630,89.0
g_film_tv,FBOTHER,35-44,1_lths,2,3389,0.0
g_film_tv,FBOTHER,35-44,2_hs,1,4651,1641.0
g_film_tv,FBOTHER,35-44,2_hs,2,4563,0.0
g_film_tv,FBOTHER,35-44,3_somecoll,1,4588,1833.0
g_film_tv,FBOTHER,35-44,3_somecoll,2,5301,586.0
g_film_tv,FBOTHER,35-44,4_ba,1,6996,4635.0
g_film_tv,FBOTHER,35-44,4_ba,2,9037,2319.0
g_film_tv,FBOTHER,35-44,5_grad,1,7930,3030.0
g_film_tv,FBOTHER,35-44,5_grad,2,8760,1508.0
g_film_tv,FBOTHER,45-54,1_lths,1,4056,71.0
g_film_tv,FBOTHER,45-54,1_lths,2,4201,0.0
g_film_tv,FBOTHER,45-54,2_hs,1,4916,982.0
g_film_tv,FBOTHER,45-54,2_hs,2,5740,104.0
g_film_tv,FBOTHER,45-54,3_somecoll,1,4991,2016.0
g_film_tv,FBOTHER,45-54,3_somecoll,2,6426,453.0
g_film_tv,FBOTHER,45-54,4_ba,1,6866,2837.0
g_film_tv,FBOTHER,45-54,4_ba,2,8872,1568.0
g_film_tv,FBOTHER,45-54,5_grad,1,7472,1455.0
g_film_tv,FBOTHER,45-54,5_grad,2,7943,1143.0
g_film_tv,FBOTHER,55-64,1_lths,1,4332,185.0
g_film_tv,FBOTHER,55-64,1_lths,2,4992,111.0
g_film_tv,FBOTHER,55-64,2_hs,1,5544,194.0
g_film_tv,FBOTHER,55-64,2_hs,2,6679,0.0
g_film_tv,FBOTHER,55-64,3_somecoll,1,5524,862.0
g_film_tv,FBOTHER,55-64,3_somecoll,2,6984,782.0
g_film_tv,FBOTHER,55-64,4_ba,1,5754,2329.0
g_film_tv,FBOTHER,55-64,4_ba,2,7254,292.0
g_film_tv,FBOTHER,55-64,5_grad,1,6094,1072.0
g_film_tv,FBOTHER,55-64,5_grad,2,5163,816.0
g_film_tv,MEXBORN,25-34,1_lths,1,1979,0.0
g_film_tv,MEXBORN,25-34,1_lths,2,1016,0.0
g_film_tv,MEXBORN,25-34,2_hs,1,2374,167.0
g_film_tv,MEXBORN,25-34,2_hs,2,1816,0.0
g_film_tv,MEXBORN,25-34,3_somecoll,1,1193,57.0
g_film_tv,MEXBORN,25-34,3_somecoll,2,1255,0.0
g_film_tv,MEXBORN,25-34,4_ba,1,776,355.0
g_film_tv,MEXBORN,25-34,4_ba,2,856,0.0
g_film_tv,MEXBORN,25-34,5_grad,1,246,64.0
g_film_tv,MEXBORN,25-34,5_grad,2,281,67.0
g_film_tv,MEXBORN,35-44,1_lths,1,4141,135.0
g_film_tv,MEXBORN,35-44,1_lths,2,3187,205.0
g_film_tv,MEXBORN,35-44,2_hs,1,2887,292.0
g_film_tv,MEXBORN,35-44,2_hs,2,2513,0.0
g_film_tv,MEXBORN,35-44,3_somecoll,1,1327,1048.0
g_film_tv,MEXBORN,35-44,3_somecoll,2,1498,276.0
g_film_tv,MEXBORN,35-44,4_ba,1,732,473.0
g_film_tv,MEXBORN,35-44,4_ba,2,883,145.0
g_film_tv,MEXBORN,35-44,5_grad,1,323,56.0
g_film_tv,MEXBORN,35-44,5_grad,2,419,0.0
g_film_tv,MEXBORN,45-54,1_lths,1,5396,0.0
g_film_tv,MEXBORN,45-54,1_lths,2,5065,0.0
g_film_tv,MEXBORN,45-54,2_hs,1,2741,83.0
g_film_tv,MEXBORN,45-54,2_hs,2,2894,0.0
g_film_tv,MEXBORN,45-54,3_somecoll,1,1259,102.0
g_film_tv,MEXBORN,45-54,3_somecoll,2,1548,0.0
g_film_tv,MEXBORN,45-54,4_ba,1,578,309.0
g_film_tv,MEXBORN,45-54,4_ba,2,813,0.0
g_film_tv,MEXBORN,45-54,5_grad,1,332,0.0
g_film_tv,MEXBORN,45-54,5_grad,2,364,386.0
g_film_tv,MEXBORN,55-64,1_lths,1,4858,0.0
g_film_tv,MEXBORN,55-64,1_lths,2,4405,0.0
g_film_tv,MEXBORN,55-64,2_hs,1,1995,0.0
g_film_tv,MEXBORN,55-64,2_hs,2,2027,0.0
g_film_tv,MEXBORN,55-64,3_somecoll,1,1070,285.0
g_film_tv,MEXBORN,55-64,3_somecoll,2,1260,0.0
g_film_tv,MEXBORN,55-64,4_ba,1,519,510.0
g_film_tv,MEXBORN,55-64,4_ba,2,597,0.0
g_film_tv,MEXBORN,55-64,5_grad,1,253,128.0
g_film_tv,MEXBORN,55-64,5_grad,2,272,0.0
g_film_tv,USMEX,25-34,1_lths,1,2019,0.0
g_film_tv,USMEX,25-34,1_lths,2,1264,0.0
g_film_tv,USMEX,25-34,2_hs,1,6618,1322.0
g_film_tv,USMEX,25-34,2_hs,2,4840,442.0
g_film_tv,USMEX,25-34,3_somecoll,1,5931,2006.0
g_film_tv,USMEX,25-34,3_somecoll,2,6224,816.0
g_film_tv,USMEX,25-34,4_ba,1,3153,2412.0
g_film_tv,USMEX,25-34,4_ba,2,4175,1924.0
g_film_tv,USMEX,25-34,5_grad,1,771,0.0
g_film_tv,USMEX,25-34,5_grad,2,1440,621.0
g_film_tv,USMEX,35-44,1_lths,1,1853,346.0
g_film_tv,USMEX,35-44,1_lths,2,1227,0.0
g_film_tv,USMEX,35-44,2_hs,1,3903,820.0
g_film_tv,USMEX,35-44,2_hs,2,2961,0.0
g_film_tv,USMEX,35-44,3_somecoll,1,3764,2229.0
g_film_tv,USMEX,35-44,3_somecoll,2,4041,96.0
g_film_tv,USMEX,35-44,4_ba,1,1800,765.0
g_film_tv,USMEX,35-44,4_ba,2,2352,357.0
g_film_tv,USMEX,35-44,5_grad,1,842,317.0
g_film_tv,USMEX,35-44,5_grad,2,1375,371.0
g_film_tv,USMEX,45-54,1_lths,1,1371,268.0
g_film_tv,USMEX,45-54,1_lths,2,1032,104.0
g_film_tv,USMEX,45-54,2_hs,1,2508,145.0
g_film_tv,USMEX,45-54,2_hs,2,2196,0.0
g_film_tv,USMEX,45-54,3_somecoll,1,2631,805.0
g_film_tv,USMEX,45-54,3_somecoll,2,2847,469.0
g_film_tv,USMEX,45-54,4_ba,1,1122,620.0
g_film_tv,USMEX,45-54,4_ba,2,1365,111.0
g_film_tv,USMEX,45-54,5_grad,1,631,0.0
g_film_tv,USMEX,45-54,5_grad,2,982,227.0
g_film_tv,USMEX,55-64,1_lths,1,1229,0.0
g_film_tv,USMEX,55-64,1_lths,2,1089,0.0
g_film_tv,USMEX,55-64,2_hs,1,2135,156.0
g_film_tv,USMEX,55-64,2_hs,2,2249,0.0
g_film_tv,USMEX,55-64,3_somecoll,1,1842,139.0
g_film_tv,USMEX,55-64,3_somecoll,2,2314,480.0
g_film_tv,USMEX,55-64,4_ba,1,765,495.0
g_film_tv,USMEX,55-64,4_ba,2,883,0.0
g_film_tv,USMEX,55-64,5_grad,1,417,134.0
g_film_tv,USMEX,55-64,5_grad,2,561,0.0
g_film_tv,USWHITE,25-34,1_lths,1,6229,237.0
g_film_tv,USWHITE,25-34,1_lths,2,4259,472.0
g_film_tv,USWHITE,25-34,2_hs,1,31275,5260.0
g_film_tv,USWHITE,25-34,2_hs,2,19612,680.0
g_film_tv,USWHITE,25-34,3_somecoll,1,30683,13451.0
g_film_tv,USWHITE,25-34,3_somecoll,2,28688,3454.0
g_film_tv,USWHITE,25-34,4_ba,1,33690,31179.0
g_film_tv,USWHITE,25-34,4_ba,2,37401,18304.0
g_film_tv,USWHITE,25-34,5_grad,1,11277,3369.0
g_film_tv,USWHITE,25-34,5_grad,2,19189,2755.0
g_film_tv,USWHITE,35-44,1_lths,1,7013,381.0
g_film_tv,USWHITE,35-44,1_lths,2,4374,71.0
g_film_tv,USWHITE,35-44,2_hs,1,30187,4031.0
g_film_tv,USWHITE,35-44,2_hs,2,19389,1083.0
g_film_tv,USWHITE,35-44,3_somecoll,1,34292,16298.0
g_film_tv,USWHITE,35-44,3_somecoll,2,32676,1505.0
g_film_tv,USWHITE,35-44,4_ba,1,31971,29806.0
g_film_tv,USWHITE,35-44,4_ba,2,34734,12321.0
g_film_tv,USWHITE,35-44,5_grad,1,18742,5571.0
g_film_tv,USWHITE,35-44,5_grad,2,26871,3699.0
g_film_tv,USWHITE,45-54,1_lths,1,7308,799.0
g_film_tv,USWHITE,45-54,1_lths,2,4684,0.0
g_film_tv,USWHITE,45-54,2_hs,1,30817,5755.0
g_film_tv,USWHITE,45-54,2_hs,2,22752,475.0
g_film_tv,USWHITE,45-54,3_somecoll,1,33145,10505.0
g_film_tv,USWHITE,45-54,3_somecoll,2,34412,2575.0
g_film_tv,USWHITE,45-54,4_ba,1,27748,20038.0
g_film_tv,USWHITE,45-54,4_ba,2,31202,7247.0
g_film_tv,USWHITE,45-54,5_grad,1,17865,4053.0
g_film_tv,USWHITE,45-54,5_grad,2,23870,2278.0
g_film_tv,USWHITE,55-64,1_lths,1,10558,153.0
g_film_tv,USWHITE,55-64,1_lths,2,7659,119.0
g_film_tv,USWHITE,55-64,2_hs,1,46976,4366.0
g_film_tv,USWHITE,55-64,2_hs,2,43091,260.0
g_film_tv,USWHITE,55-64,3_somecoll,1,41553,7948.0
g_film_tv,USWHITE,55-64,3_somecoll,2,50646,2184.0
g_film_tv,USWHITE,55-64,4_ba,1,31964,12789.0
g_film_tv,USWHITE,55-64,4_ba,2,35641,4355.0
g_film_tv,USWHITE,55-64,5_grad,1,19740,3290.0
g_film_tv,USWHITE,55-64,5_grad,2,22865,1123.0
g_music_perf,FBOTHER,25-34,1_lths,1,2600,420.0
g_music_perf,FBOTHER,25-34,1_lths,2,2094,148.0
g_music_perf,FBOTHER,25-34,2_hs,1,4121,813.0
g_music_perf,FBOTHER,25-34,2_hs,2,3526,603.0
g_music_perf,FBOTHER,25-34,3_somecoll,1,3688,2150.0
g_music_perf,FBOTHER,25-34,3_somecoll,2,3952,684.0
g_music_perf,FBOTHER,25-34,4_ba,1,5572,1419.0
g_music_perf,FBOTHER,25-34,4_ba,2,7109,1765.0
g_music_perf,FBOTHER,25-34,5_grad,1,5129,1231.0
g_music_perf,FBOTHER,25-34,5_grad,2,5595,1182.0
g_music_perf,FBOTHER,35-44,1_lths,1,3630,356.0
g_music_perf,FBOTHER,35-44,1_lths,2,3389,254.0
g_music_perf,FBOTHER,35-44,2_hs,1,4651,947.0
g_music_perf,FBOTHER,35-44,2_hs,2,4563,347.0
g_music_perf,FBOTHER,35-44,3_somecoll,1,4588,1082.0
g_music_perf,FBOTHER,35-44,3_somecoll,2,5301,813.0
g_music_perf,FBOTHER,35-44,4_ba,1,6996,2627.0
g_music_perf,FBOTHER,35-44,4_ba,2,9037,1696.0
g_music_perf,FBOTHER,35-44,5_grad,1,7930,984.0
g_music_perf,FBOTHER,35-44,5_grad,2,8760,2373.0
g_music_perf,FBOTHER,45-54,1_lths,1,4056,376.0
g_music_perf,FBOTHER,45-54,1_lths,2,4201,136.0
g_music_perf,FBOTHER,45-54,2_hs,1,4916,978.0
g_music_perf,FBOTHER,45-54,2_hs,2,5740,363.0
g_music_perf,FBOTHER,45-54,3_somecoll,1,4991,2363.0
g_music_perf,FBOTHER,45-54,3_somecoll,2,6426,368.0
g_music_perf,FBOTHER,45-54,4_ba,1,6866,1497.0
g_music_perf,FBOTHER,45-54,4_ba,2,8872,835.0
g_music_perf,FBOTHER,45-54,5_grad,1,7472,990.0
g_music_perf,FBOTHER,45-54,5_grad,2,7943,1640.0
g_music_perf,FBOTHER,55-64,1_lths,1,4332,637.0
g_music_perf,FBOTHER,55-64,1_lths,2,4992,117.0
g_music_perf,FBOTHER,55-64,2_hs,1,5544,349.0
g_music_perf,FBOTHER,55-64,2_hs,2,6679,353.0
g_music_perf,FBOTHER,55-64,3_somecoll,1,5524,1639.0
g_music_perf,FBOTHER,55-64,3_somecoll,2,6984,636.0
g_music_perf,FBOTHER,55-64,4_ba,1,5754,943.0
g_music_perf,FBOTHER,55-64,4_ba,2,7254,474.0
g_music_perf,FBOTHER,55-64,5_grad,1,6094,1077.0
g_music_perf,FBOTHER,55-64,5_grad,2,5163,587.0
g_music_perf,MEXBORN,25-34,1_lths,1,1979,347.0
g_music_perf,MEXBORN,25-34,1_lths,2,1016,0.0
g_music_perf,MEXBORN,25-34,2_hs,1,2374,0.0
g_music_perf,MEXBORN,25-34,2_hs,2,1816,62.0
g_music_perf,MEXBORN,25-34,3_somecoll,1,1193,1212.0
g_music_perf,MEXBORN,25-34,3_somecoll,2,1255,423.0
g_music_perf,MEXBORN,25-34,4_ba,1,776,582.0
g_music_perf,MEXBORN,25-34,4_ba,2,856,195.0
g_music_perf,MEXBORN,25-34,5_grad,1,246,239.0
g_music_perf,MEXBORN,25-34,5_grad,2,281,0.0
g_music_perf,MEXBORN,35-44,1_lths,1,4141,464.0
g_music_perf,MEXBORN,35-44,1_lths,2,3187,142.0
g_music_perf,MEXBORN,35-44,2_hs,1,2887,1027.0
g_music_perf,MEXBORN,35-44,2_hs,2,2513,203.0
g_music_perf,MEXBORN,35-44,3_somecoll,1,1327,0.0
g_music_perf,MEXBORN,35-44,3_somecoll,2,1498,0.0
g_music_perf,MEXBORN,35-44,4_ba,1,732,0.0
g_music_perf,MEXBORN,35-44,4_ba,2,883,0.0
g_music_perf,MEXBORN,35-44,5_grad,1,323,359.0
g_music_perf,MEXBORN,35-44,5_grad,2,419,0.0
g_music_perf,MEXBORN,45-54,1_lths,1,5396,474.0
g_music_perf,MEXBORN,45-54,1_lths,2,5065,380.0
g_music_perf,MEXBORN,45-54,2_hs,1,2741,755.0
g_music_perf,MEXBORN,45-54,2_hs,2,2894,0.0
g_music_perf,MEXBORN,45-54,3_somecoll,1,1259,105.0
g_music_perf,MEXBORN,45-54,3_somecoll,2,1548,73.0
g_music_perf,MEXBORN,45-54,4_ba,1,578,0.0
g_music_perf,MEXBORN,45-54,4_ba,2,813,0.0
g_music_perf,MEXBORN,45-54,5_grad,1,332,0.0
g_music_perf,MEXBORN,45-54,5_grad,2,364,0.0
g_music_perf,MEXBORN,55-64,1_lths,1,4858,275.0
g_music_perf,MEXBORN,55-64,1_lths,2,4405,178.0
g_music_perf,MEXBORN,55-64,2_hs,1,1995,153.0
