scenario,split,sigma,eps,P_after_tax_bn,F_induced_receipts_bn,pretax_bn,native_cell0_pct,native_cell1_pct,capital_gain_bn
below_ba_s2.0,below_ba,2.0,inf,-1.469097263185951,9.555833784515096,8.086736521328664,-3.258849498995464,2.1780921354259575,
hs_or_less_s2.0,hs_or_less,2.0,inf,-0.1556695560463723,8.94629725251255,8.790627696466691,-5.569404939032774,1.4273679147351117,
below_ba_s2.0_eps3,below_ba,2.0,3.0,3.405720575948912,12.760321363104564,16.16604193905261,-1.7018544677530167,2.2726207915596652,
hs_or_less_s1.5,hs_or_less,1.5,inf,-0.22434367170541053,11.996523436275416,11.772179764570433,-7.475400045211944,1.9155615850227403,
hs_or_less_s2.5,hs_or_less,2.5,inf,-0.118494069720293,7.1325122822030975,7.014018212482475,-4.437694797326608,1.1374288722667991,
below_ba_s1.5,below_ba,1.5,inf,-1.965451832293855,12.759247723604409,10.793795891309719,-4.352196202528447,2.9087580860158613,
below_ba_s2.5,below_ba,2.5,inf,-1.1728094130493165,7.637989751413589,6.46518033836446,-2.604474873174545,1.740764782881821,
short_run_below_ba_s2.0,below_ba,2.0,inf,,,-351.56769095173314,,,375.8551034972901
