measure,channel,eta,unweighted_bn,person_p1,person_p2,person_p3,person_p5,person_p10,quintile_bins,decile_bins,quintile_bins_floored_p5,decile_bins_floored_p5,equal_split_p1,equal_split_p2,equal_split_p3,equal_split_p5,equal_split_p10,median_normalized_p5
money,crime,0.0,-32.3381000000001,-32.33809999999999,-32.33809999999999,-32.33809999999999,-32.33809999999999,-32.33809999999999,-32.33810000000009,-32.338099999999955,-32.33810000000009,-32.338099999999955,-32.33809999999999,-32.33809999999999,-32.33809999999999,-32.33809999999999,-32.33809999999999,-32.33809999999999
money,crime,1.0,-32.3381000000001,-14903.109458610254,-122.75644169042842,-101.25413844504531,-87.36629018687411,-74.63889612238773,-81.69045672740023,-98.33279647108988,-76.99252644865916,-85.03603606419132,-66.1034359430657,-47.47591757923698,-44.949008193758395,-42.96271733300792,-40.7569642903706,-64.74148413902374
money,crime,1.3,-32.3381000000001,-290541.3581127852,-237.73161602783395,-169.1946977649717,-132.88857787961916,-104.5363376094617,-119.44268631578161,-159.48458650356062,-109.61459784387984,-127.61775239285085,-66.31164577797843,-52.807259576615884,-49.174655275061,-46.33567089100662,-43.239003895380186,-90.00736274824962
money,crime,1.4,-32.3381000000001,-784222.6079635838,-303.2257509274362,-203.6137147692787,-154.23554737062182,-117.68433803903955,-136.50828399672898,-189.4518736750343,-124.10511258330207,-147.36651446797538,-66.32186387152055,-54.39221736509613,-50.49199853495301,-47.40350067316447,-44.02365991910407,-101.38150588419252
money,crime,2.0,-32.3381000000001,-305508132.25172037,-1561.3422664328243,-693.8593927296401,-406.03412980267063,-251.76551096690073,-320.5519509852943,-578.9439897934961,-274.6563266289278,-374.16784112528643,-66.34275156669788,-60.8951890047598,-56.80066493021157,-52.89371037851733,-48.15526150816885,-222.96672395363197
money,unreimbursed_care,0.0,-4.400799999999999,-4.4008,-4.4008,-4.4008,-4.4008,-4.4008,-4.4008,-4.400800000000003,-4.4008,-4.400800000000003,-4.4008,-4.4008,-4.4008,-4.4008,-4.4008,-4.4008
money,unreimbursed_care,1.0,-4.400799999999999,-347.8665309004221,-7.179046320900827,-6.650645483125716,-6.330014392207402,-6.044159898112495,-6.330613185239454,-6.574954802752953,-6.160823489899867,-6.265128638236059,-1.5429781956561492,-2.77648819675088,-2.9523723465095384,-3.1128095111349587,-3.30044550402684,-4.690762598438201
money,unreimbursed_care,1.3,-4.400799999999999,-6675.855399559421,-10.443108011207325,-8.756964977159203,-7.917896495505978,-7.281386941625102,-7.943649938628348,-8.545818811691507,-7.588449233550648,-7.803293663784428,-1.5236624534147816,-2.3197247583169376,-2.5451195557307673,-2.7608170093984237,-3.011774905573138,-5.362906229004062
money,unreimbursed_care,1.4,-4.400799999999999,-17997.77753972658,-12.228616341324939,-9.777044622234087,-8.635479504292206,-7.815017448955799,-8.665733345751509,-9.474248091016003,-8.217465583017754,-8.493622357647602,-1.522075670681359,-2.193552348629141,-2.4245052613543185,-2.6540701250351666,-2.923461831603826,-5.676239564109602
money,unreimbursed_care,2.0,-4.400799999999999,-6994212.53887938,-44.50140117091803,-23.104237194751114,-16.436619260472444,-12.976506845969418,-16.218456411337996,-20.61539806085694,-14.559725094666389,-15.8439344272416,-1.5188312712056946,-1.7356356088860705,-1.8913573111757764,-2.141183991572107,-2.482020187079372,-9.025889402848433
money,housing_net,0.0,3.507583155589913,3.507583155590029,3.507583155590029,3.507583155590029,3.507583155590029,3.507583155590029,3.5075831555899084,3.507583155590105,3.5075831555899084,3.507583155590105,3.507583155590029,3.507583155590029,3.507583155590029,3.507583155590029,3.507583155590029,3.507583155590029
money,housing_net,1.0,3.507583155589913,-11341.853114714226,-78.95497920241175,-62.646539635166405,-52.587028995775114,-44.169816794560596,-45.90503493316665,-58.23828534723993,-42.720393247827566,-49.54835768667575,-50.30731760552247,-30.535750576226956,-27.810219578333648,-25.859878647652724,-24.119162250955963,-38.96883221624828
money,housing_net,1.3,3.507583155589913,-220972.72505674788,-163.90051246174997,-111.8729939129086,-85.54371115390194,-66.78202798062115,-74.41796894521978,-101.60063022124518,-67.75568611474614,-80.77446845558711,-50.43366344033372,-36.4071765082127,-32.51470632902548,-29.827433704747623,-27.62281933755165,-57.93999727828831
money,housing_net,1.4,3.507583155589913,-596160.963570049,-211.98192887254677,-136.34279151149372,-100.51952488840581,-76.32748685704324,-86.85193631385032,-122.24456893989603,-78.44405148585531,-94.74022082150319,-50.41745273587334,-38.02502629622361,-33.81019808538181,-30.894157974255243,-28.552782637564476,-66.07310038237824
money,housing_net,2.0,3.507583155589913,-231680323.29349548,-1141.2173779324592,-481.3757275496611,-272.07688986114516,-169.8474586750462,-216.10360128581124,-383.24925090076033,-184.9917903759404,-249.42041860771138,-50.31064154615827,-44.50955400284327,-39.40634326289074,-35.44321808611793,-32.486772145967365,-149.4063881411027
money,TOTAL_a,0.0,-262.6246719251765,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251764,-262.62467192517687,-262.6246719251764,-262.62467192517687,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768
money,TOTAL_a,1.0,-262.6246719251765,-26813.27039718762,-426.8712287447703,-387.7229134368682,-361.93327192182824,-337.1121991788447,-365.4305774938953,-391.0373392480513,-353.66018367720125,-363.83281508532957,-118.93150936367589,-165.0919739425334,-172.11899365911262,-177.98211211358466,-184.08190069224906,-268.20524407516206
money,TOTAL_a,1.3,-262.6246719251765,-518472.985951771,-663.8823361194272,-539.1098871576968,-471.7089909114522,-416.47078069653696,-465.7634746388553,-532.9431296194992,-441.1397648526397,-467.74513912969,-118.33357293159739,-147.46800378324158,-156.68660547024092,-164.47578044669584,-172.2633690891777,-319.4953466583033
money,TOTAL_a,1.4,-262.6246719251765,-1398725.5818679903,-795.7234173131852,-614.3827634463664,-522.7228246119971,-451.5340619613695,-511.5879380834134,-601.9763796690243,-480.51250625492776,-515.8717845338624,-118.29050411483408,-142.7357701139087,-152.35424404974728,-160.6561664337376,-168.91102347947768,-343.5941196607514
money,TOTAL_a,2.0,-262.6246719251765,-544202765.120884,-3215.2889511869776,-1636.2761901133765,-1102.2904538398686,-802.4164478407434,-1003.9184157797425,-1473.163496131442,-888.9295715259161,-1054.2014697491998,-118.17658856484184,-125.4021188030593,-133.94871724987576,-143.5944117474702,-153.47842417266975,-605.3040207666335
money,TOTAL_b,0.0,-262.6246719251764,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251764,-262.62467192517687,-262.6246719251764,-262.62467192517687,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768,-262.6246719251768
money,TOTAL_b,1.0,-262.6246719251764,-78033.46523943763,-851.2214601028503,-736.6469733313738,-661.7314586334832,-592.5619861915337,-637.3489369155031,-722.4920770067217,-607.1908899427418,-648.4923481580308,-346.12106857273466,-329.20895494376106,-327.0142963899714,-325.40905132653376,-323.57160898304573,-490.3662115190646
money,TOTAL_b,1.3,-262.6246719251764,-1516931.401287031,-1514.1510567174448,-1148.9947038979292,-953.1555203683296,-799.1284337290099,-900.773950874263,-1103.3906599248826,-837.6831989469068,-926.0439219754422,-346.2165194140448,-336.33796474476384,-333.9431981227778,-332.34685180950066,-330.54073109014536,-645.5860695191204
money,TOTAL_b,1.4,-262.6246719251764,-4093621.2385961274,-1883.7296753845844,-1353.0280614295566,-1086.680445598381,-888.1363362345438,-1018.0646308279049,-1286.1243975711088,-938.4433074144853,-1051.909064322992,-346.19837246562133,-337.90083344577044,-335.5230318000131,-333.98563504076765,-332.2363254082142,-714.2925341648825
money,TOTAL_b,2.0,-262.6246719251764,-1593790722.8413053,-8778.833573425025,-4158.097095126556,-2605.691894905966,-1768.3295039936547,-2256.448595693738,-3587.9732847526584,-1961.8247266578558,-2448.343855296675,-346.1003188211306,-342.3904810547496,-340.38982872081306,-339.4412004030004,-338.2288915204914,-1430.8713056266172
money,fiscal_a_cps_tax_fields,0.0,-227.92425781758172,-227.9242578175806,-227.9242578175806,-227.9242578175806,-227.9242578175806,-227.9242578175806,-227.9242578175817,-227.92425781758038,-227.9242578175817,-227.92425781758038,-227.9242578175806,-227.9242578175806,-227.9242578175806,-227.9242578175806,-227.9242578175806,-227.9242578175806
money,fiscal_a_cps_tax_fields,1.0,-227.92425781758172,-164.91064924461602,-164.31295506305852,-164.2286428999392,-164.07113598420779,-163.70074164759913,-170.6898180909165,-166.89179268724956,-169.85891009501955,-166.29558937774732,-0.7314688635244989,-63.54785300348837,-72.90481879282049,-80.6826273922989,-89.38965644264329,-121.58246418924942
money,fiscal_a_cps_tax_fields,1.3,-227.92425781758172,-172.84492047268628,-165.19901130335543,-164.93481685726297,-164.52881690393883,-163.7126953847013,-171.701573633244,-167.53011893347045,-169.96331086407537,-166.10126623711685,-0.03944922408071878,-36.69561170473518,-47.93656579639201,-57.36800885214984,-67.71591616216696,-111.43775591479454
money,fiscal_a_cps_tax_fields,1.4,-227.92425781758172,-185.47815636859906,-167.16748271890253,-166.7856728444662,-166.2360880380803,-165.1878078435111,-173.960525104929,-169.57462181934562,-171.7668156008666,-167.68758846136902,-0.015685925033150857,-29.98627269818656,-41.359404293843546,-51.091805005765835,-61.79388010724622,-109.2696542717229
money,fiscal_a_cps_tax_fields,2.0,-227.92425781758172,-4190.514847216978,-201.13870165776032,-197.92391302565673,-194.80988370836138,-190.48211618813548,-212.8921281467022,-206.1817635475291,-204.77471494732916,-196.9999618298886,-0.0009099930774229312,-7.844775304523716,-16.202432341832047,-25.37771288524558,-36.433569008087815,-106.97652826709658
money,wages_pretax,0.0,8.086736521328731,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328735,8.086736521328598,8.086736521328735,8.086736521328598,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664
money,wages_pretax,1.0,8.086736521328731,-81.93171656915199,-79.01262910673688,-78.47763380056806,-77.33815440929872,-74.68346607808573,-79.54070809843725,-81.74796751842254,-76.47492012207606,-77.88214425951456,-0.3634119438615063,-30.558046612740405,-34.838001279750316,-38.03134206381143,-40.781301950587704,-57.31028393584269
money,wages_pretax,1.3,8.086736521328731,-158.7002317965069,-116.47473106341762,-114.81402728421257,-111.87627310995803,-106.01386251853997,-118.86796565627144,-122.20803907892949,-112.4543252486822,-112.94325993550517,-0.036220914034854376,-25.87250051193143,-33.369486674371885,-39.00908756831859,-43.85014741504156,-75.77542372266295
money,wages_pretax,1.4,8.086736521328731,-237.16437256291104,-132.14452986571277,-129.75214544628787,-125.7751536836337,-118.23946692012048,-134.9994710975535,-139.30201045217893,-126.90537613831091,-127.06635639032662,-0.020057038744568264,-23.70390367599199,-32.17585389670157,-38.65634533641334,-44.23132395901967,-82.6740313802092
money,wages_pretax,2.0,8.086736521328731,-28658.31606227813,-296.7575807288318,-277.00324367871156,-254.45795427021952,-223.2081047280843,-288.17979610130527,-317.8013416066703,-258.2291061227717,-258.265907849403,-0.006223309110714905,-11.574085551635179,-22.67601850409327,-33.148014781959525,-42.69307822443062,-139.73124987090867
money,fiscal_A_only_a,0.0,-237.4800916020966,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.4800916020966,-237.48009160209642,-237.4800916020966,-237.48009160209642,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568
money,fiscal_A_only_a,1.0,-237.4800916020966,-172.58328573158042,-171.90075831203143,-171.40536626634838,-170.55726580543865,-168.74153881094313,-185.5114610573305,-180.42872781712688,-183.6272142822079,-177.8190598839373,-0.765501199926447,-66.48242748850126,-76.09072904157685,-83.87220728059089,-92.14221041456342,-126.38891379408747
money,fiscal_A_only_a,1.3,-237.4800916020966,-188.59233824492298,-183.18874765696847,-181.6406198274149,-179.45059927965565,-175.44056739964765,-194.18423897465036,-191.4528868298861,-190.24238736978506,-185.19859235768934,-0.0430433326648228,-40.69166697585612,-52.79193131908386,-62.57094508866199,-72.56687531508153,-121.54449571569931
money,fiscal_A_only_a,1.4,-237.4800916020966,-201.9222228453788,-190.2826492612746,-188.04736304403357,-185.08103363618378,-179.92631314532682,-200.0682134170866,-198.68366201333458,-195.0935470533053,-190.42384465793984,-0.017076603046373682,-34.13263942052993,-46.63186460735263,-56.883701923010484,-67.30729808566748,-121.65674009993661
money,fiscal_A_only_a,2.0,-237.4800916020966,-2531.272358785374,-292.1501720463771,-273.4340514038475,-256.56373072413766,-235.1848427114621,-279.6404118750377,-301.57139918086716,-261.232586076291,-261.38132789220685,-0.0005496795519282016,-11.394388230572282,-22.383837557059458,-33.42233243582172,-44.98387233435222,-140.88760113019077
money,TOTAL_a_pretax_wages,0.0,-262.62467192517613,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.6246719251761,-262.62467192517715,-262.6246719251761,-262.62467192517715,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177
money,TOTAL_a_pretax_wages,1.0,-262.62467192517613,-26847.34410652564,-459.8038546325093,-420.4343236302539,-394.17875378959394,-368.27787770408963,-398.97827400157183,-425.32273195663225,-385.9758775906684,-396.5507265325551,-119.08264488803232,-177.82863045345647,-186.64033043992876,-193.8389548361979,-201.1000844105045,-292.10027668364035
money,TOTAL_a_pretax_wages,1.3,-262.62467192517613,-518537.23113913386,-711.7387152211774,-586.279303766667,-517.6770579186408,-460.0541824498955,-514.8565098305486,-583.2919614453132,-487.65544581064114,-514.3373668054172,-118.34823591842658,-158.09832833093307,-170.395899153273,-180.50395426213328,-190.29062086862805,-350.63018569390425
money,TOTAL_a_pretax_wages,1.4,-262.62467192517613,-1398820.4356687674,-849.8634752682954,-667.5330593933279,-574.2467390831373,-499.9926224104859,-567.0936381709677,-659.1563631714605,-532.7655528437883,-568.0905586953932,-118.29852591986617,-152.44733910647082,-165.53442038574335,-176.49177603187871,-187.03852643295954,-377.46161731082617
money,TOTAL_a_pretax_wages,2.0,-262.62467192517613,-544213857.6725163,-3335.968798311411,-1748.7766525566112,-1205.5693239186455,-892.9824239274626,-1120.6942166587796,-1602.1813795426524,-993.6695342985912,-1159.0794299018503,-118.17899737272451,-130.1088523986966,-143.1582215654308,-157.04845967398865,-170.8010043999984,-662.0178524986826
money,fiscal_published_a,0.0,-182.75282969298502,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298505,-182.75282969298445,-182.75282969298505,-182.75282969298445,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488
money,fiscal_published_a,1.0,-182.75282969298502,-132.81148584869814,-132.2862468005567,-131.90501779923196,-131.25236199954128,-129.85506909824838,-142.76036454252363,-138.84894663816206,-141.31034223677804,-136.84067640324676,-0.5890915296358216,-51.161559128668756,-58.55562860843886,-64.54386601301651,-70.90804780235013,-97.26260202220836
money,fiscal_published_a,1.3,-182.75282969298502,-145.13125390916798,-140.97292019879663,-139.78155826328148,-138.09622771835578,-135.01030725956443,-149.43450170912328,-147.33258937627787,-146.4010493883031,-142.519596401514,-0.03312400121982873,-31.314276639333535,-40.62603634870396,-48.151477432799034,-55.84384659927482,-93.53457957591135
money,fiscal_published_a,1.4,-182.75282969298502,-155.38926801797143,-146.43203293117148,-144.7118681854926,-142.42912907490478,-138.46231337416418,-153.96251486568775,-152.89703318600633,-150.13425983754493,-146.54068986365812,-0.013141301686448803,-26.26677628811021,-35.88555635700556,-43.774858851160694,-51.79633838425053,-93.62095725371212
money,fiscal_published_a,2.0,-182.75282969298502,-1947.9409123134321,-224.8241959002876,-210.4212032737368,-197.4386462044442,-180.9865206656337,-215.1973086329393,-232.0743022413833,-201.03156433613688,-201.14602861635888,-0.0004230059575165012,-8.768552671971229,-17.225484567332998,-25.72015947265262,-34.61734372843866,-108.42006840025881
money,uncomp_inside_published_a,0.0,-4.699600000000003,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.699600000000002,-4.699599999999995,-4.699600000000002,-4.699599999999995,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996
money,uncomp_inside_published_a,1.0,-4.699600000000003,-3.4153280140345794,-3.401821172937824,-3.392017637651199,-3.375234197409102,-3.3393019618866875,-3.6711694715269183,-3.5705849847410316,-3.633881267346825,-3.5189410960424916,-0.015148846435524046,-1.3156505630310418,-1.5057935500671624,-1.6597847115382638,-1.8234435111716158,-2.5011668778615705
money,uncomp_inside_published_a,1.3,-4.699600000000003,-3.7321383314137933,-3.625204254726217,-3.5945676590491344,-3.5512283605975647,-3.4718720419430227,-3.8427989619202827,-3.7887470098053107,-3.7647918932971813,-3.6649779725641403,-0.0008518038073294062,-0.805265640709589,-1.0447231965990076,-1.23824448422135,-1.4360584288563059,-2.405298516654521
money,uncomp_inside_published_a,1.4,-4.699600000000003,-3.9959293938379465,-3.765588653918115,-3.721353572839625,-3.662651550320244,-3.560642475557795,-3.9592395700703147,-3.931840061618143,-3.8607936671505927,-3.7683828329235634,-0.0003379365534825722,-0.6754661038681647,-0.9228188747539648,-1.1256970795063521,-1.3319742970850847,-2.407519771095695
money,uncomp_inside_published_a,2.0,-4.699600000000003,-50.09248353028161,-5.781490731651033,-5.41110902942814,-5.0772546901801725,-4.654178290695226,-5.533929479233587,-5.967931619148388,-5.169648761889331,-5.17259228036854,-1.0877855085933361e-05,-0.22548865703707252,-0.44296379655863466,-0.6614095205023143,-0.8902060168341964,-2.7880879016201354
money,fiscal_A_only_b,0.0,-237.48009160209602,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.480091602096,-237.4800916020958,-237.480091602096,-237.4800916020958,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957
money,fiscal_A_only_b,1.0,-237.48009160209602,-53540.2093536423,-614.0420765693558,-534.9582346593276,-482.92463522957377,-434.9011806164323,-468.8301280656411,-525.7798643682718,-447.78731696014626,-474.41308035726206,-237.48009160209565,-237.48009160209568,-237.4800916020957,-237.48009160209568,-237.4800916020957,-357.8640863104493
money,fiscal_A_only_b,1.3,-237.48009160209602,-1040507.8554351779,-1069.1053920170536,-817.0951499113386,-681.0820053076951,-574.1413259960642,-647.432737986712,-785.8167033374518,-603.411095056383,-662.7117714000264,-237.48009160209563,-237.48009160209565,-237.48009160209563,-237.48009160209568,-237.4800916020957,-461.30672847268687
money,fiscal_A_only_b,1.4,-237.48009160209602,-2808082.371394253,-1323.9040913336835,-957.6607192796728,-772.6828482650437,-634.8333470910537,-727.779184328984,-911.5149135724088,-672.2233166008327,-748.9347443987821,-237.48009160209568,-237.48009160209565,-237.48009160209568,-237.48009160209574,-237.48009160209568,-507.89686335899927
money,fiscal_A_only_b,2.0,-237.48009160209602,-1093594967.3323882,-6088.949069945553,-2900.9835069160636,-1822.9959979944656,-1241.59426683885,-1584.6835200922956,-2505.0456021098526,-1379.1093849736762,-1713.9738013583667,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209563,-1001.0671902161224
money,TOTAL_b_pretax_wages,0.0,-262.6246719251766,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.6246719251766,-262.6246719251777,-262.6246719251766,-262.6246719251777,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177
money,TOTAL_b_pretax_wages,1.0,-262.6246719251766,-80214.97017443636,-901.9451728898338,-783.9871920232332,-706.5461232137292,-634.4375195095788,-682.296941009882,-770.6738685077813,-650.1359802686064,-693.1447470058832,-355.7972352902015,-348.8262945670509,-348.02969300044765,-347.44683915770275,-346.4379655980368,-523.5754492000023
money,TOTAL_b_pretax_wages,1.3,-262.6246719251766,-1558856.494236067,-1597.6553595812627,-1221.7338338505908,-1019.3084639466801,-858.7549410463122,-968.1050088426088,-1177.6557779528866,-900.824153497238,-991.85054584776,-355.7852841878574,-354.88675295717263,-355.0840594362848,-355.41310077556693,-355.20383715564225,-690.3924184508918
money,TOTAL_b_pretax_wages,1.4,-262.6246719251766,-4206700.884840175,-1983.4849173407044,-1437.1464156289671,-1161.848553711997,-954.8996563562129,-1094.804609082863,-1371.987614730544,-1009.8953223913142,-1126.601458436242,-355.76154091891544,-355.7947912880366,-356.3826473804864,-357.0881657109639,-357.21131994938776,-763.7017405698888
money,TOTAL_b_pretax_wages,2.0,-262.6246719251766,-1637806293.7325456,-9132.767696210585,-4376.326108068827,-2772.0015911889736,-1899.391848054851,-2425.737324876029,-3805.655582471673,-2111.546333195971,-2611.67190336803,-355.6585392952682,-356.19455577021995,-358.254475610467,-361.1062188402626,-363.2972236677419,-1522.1974415846144
money,fiscal_published_b,0.0,-182.75282969298456,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.7528296929846,-182.75282969298462,-182.7528296929846,-182.75282969298462,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488
money,fiscal_published_b,1.0,-182.75282969298456,-41201.87378960318,-472.5361451840369,-411.67716625006216,-371.6347042872638,-334.67824969363255,-360.7882748035946,-404.6139504186024,-344.5947772843687,-365.08463633205866,-182.75282969298488,-182.7528296929849,-182.7528296929849,-182.75282969298488,-182.75282969298488,-275.39434559554485
money,fiscal_published_b,1.3,-182.75282969298456,-800722.9305653508,-822.7301678766081,-628.795659321672,-524.1267294586786,-441.8305183462263,-498.2319322210639,-604.7253274415743,-464.3550722326005,-509.9899140056449,-182.75282969298485,-182.75282969298488,-182.75282969298485,-182.75282969298485,-182.7528296929849,-354.99864184848155
money,fiscal_published_b,1.4,-182.75282969298456,-2160960.086890746,-1018.8105339741054,-736.9679081454211,-594.6181678768809,-488.53606962030955,-560.0625485298542,-701.4563984665589,-517.3095246242535,-576.3428120265306,-182.75282969298488,-182.75282969298488,-182.7528296929849,-182.75282969298488,-182.75282969298488,-390.85208509423234
money,fiscal_published_b,2.0,-182.75282969298456,-841576123.1592755,-4685.751402915487,-2232.4521655899125,-1402.8867637068722,-955.4689997996635,-1219.4933710483197,-1927.758108930695,-1061.29377355295,-1318.9887207164945,-182.7528296929849,-182.75282969298488,-182.75282969298485,-182.75282969298488,-182.75282969298488,-770.3713624607152
money,uncomp_inside_published_b,0.0,-4.699600000000002,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.699600000000002,-4.6996,-4.699600000000002,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996
money,uncomp_inside_published_b,1.0,-4.699600000000002,-1059.5312060935594,-12.151553941121517,-10.586528338625541,-9.556812111760516,-8.606454438503128,-9.277889590631409,-10.404893454080732,-8.861463967732966,-9.388373136484507,-4.6996,-4.6996,-4.699599999999999,-4.6996,-4.699600000000001,-7.081932841943312
money,uncomp_inside_published_b,1.3,-4.699600000000002,-20591.07643261499,-21.1570059049068,-16.169862242420663,-13.47823714632506,-11.361940099686624,-12.81233670964056,-15.550879040389068,-11.941172681870134,-13.114700351766633,-4.6995999999999984,-4.6996,-4.699599999999999,-4.6996,-4.699600000000001,-9.129005663189275
money,uncomp_inside_published_b,1.4,-4.699600000000002,-55570.40096951004,-26.199331597263345,-18.95157731313185,-15.29096729417951,-12.56300171463631,-14.40234855729813,-18.038377275862185,-13.302928583969674,-14.82100541999905,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-10.050998729785269
money,uncomp_inside_published_b,2.0,-4.699600000000002,-21641641.090010162,-120.4969429482214,-57.40886318987096,-36.076085091501575,-24.570465579121276,-31.360012625832923,-49.57347048442716,-27.291813902791322,-33.91859596534172,-4.6996,-4.699599999999999,-4.6996,-4.699600000000001,-4.699599999999999,-19.810567426520958
money,crime_equal_footing,0.0,-28.922885174626785,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626785,-28.922885174626785,-28.922885174626785,-28.922885174626785,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796
money,crime_equal_footing,1.0,-28.922885174626785,-13329.197560038438,-109.79217911559529,-90.56072619299871,-78.13956847211445,-66.7563098051128,-73.06315769291994,-87.94790606848535,-68.86137409986932,-76.05541162869906,-59.12227643026609,-42.462003417155536,-40.20196000078649,-38.42544058595084,-36.45263630939213,-57.9041598544103
money,crime_equal_footing,1.3,-28.922885174626785,-259857.3923383319,-212.62486765615512,-151.32610807722045,-118.85426413523602,-93.4962935130537,-106.82838822504468,-142.64147808824052,-98.03824055530254,-114.14008858598336,-59.308497301232784,-47.230304350632004,-43.98133805085783,-41.442177761522224,-38.672548626274335,-80.50171833343967
money,crime_equal_footing,1.4,-28.922885174626785,-701401.1472992261,-271.20219110164874,-182.11014537808532,-137.94678804401642,-105.25573846191043,-122.09169442307171,-169.44393110358791,-110.99841737241753,-131.80319117518476,-59.317636265680996,-48.64787533108061,-45.1595571744744,-42.39723443384987,-39.37433741645511,-90.67464240382866
money,crime_equal_footing,2.0,-28.922885174626785,-273243530.9752647,-1396.449484982981,-620.5811579299856,-363.1530149656955,-225.1766481217794,-286.698577555585,-517.8019283550259,-245.64997317632353,-334.65211329375245,-59.33631801906715,-54.46407053203076,-50.8019676362854,-47.30762511519919,-43.06960208407091,-199.4192903934866
money,TOTAL_a_published_band,0.0,-218.73762897520731,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520734,-218.73762897520817,-218.73762897520734,-218.73762897520817,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788
money,TOTAL_a_published_band,1.0,-218.73762897520731,-25209.9465128355,-384.6112980658963,-347.81825877554917,-323.6398427600946,-300.4723452095136,-325.18804740402726,-349.9034272677165,-314.2349173448279,-324.5479138561513,-111.81989161842576,-148.74799265579878,-154.40441253792488,-159.15116748645093,-164.07451449800843,-239.82847047746984
money,TOTAL_a_published_band,1.3,-218.73762897520731,-487756.8798970627,-607.5561981159005,-490.28574285268724,-427.09235019428536,-375.53180721207315,-420.05591348228046,-483.4722405870166,-397.14192266526373,-422.70556397163415,-111.32308892474575,-134.95629398124254,-142.49638262629708,-148.91882277945606,-155.32992303159,-289.2758482656257
money,TOTAL_a_published_band,1.4,-218.73762897520731,-1315869.7092180115,-731.2715110772134,-560.8317895546164,-474.8921885246366,-408.4420633111469,-463.0753268517461,-548.1083734353066,-434.1575818923184,-467.85605203140295,-111.28336628044113,-131.1744759861527,-139.07470785371342,-145.95566691453953,-152.79105776932025,-312.15427329198195
money,TOTAL_a_published_band,2.0,-218.73762897520731,-511937732.45997345,-3000.607358094585,-1516.3987820644106,-1015.6852392570066,-735.7469177383572,-922.408168842251,-1360.627038840234,-815.4034427401532,-970.140617709289,-111.17006133973186,-117.02914609344832,-124.13532197319797,-132.3124263152566,-140.72652402408576,-557.7462428472585
money,TOTAL_b_published_band,0.0,-218.7376289752072,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520726,-218.73762897520783,-218.73762897520726,-218.73762897520783,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788
money,TOTAL_b_published_band,1.0,-218.7376289752072,-67335.1246946695,-733.61092921756,-634.7849179273536,-570.2037629621684,-510.56267828151414,-548.8226777842029,-622.502739517497,-522.7469350928048,-558.6613058254055,-298.6680809353393,-283.7232126570838,-281.7954200724037,-280.399946454881,-278.7954528774715,-422.54098001488796
