measure,channel,net_bn,gross_loss_bn,gross_gain_bn,loss_share_bottom2,gain_share_top2,net_share_q1,net_share_q5,pct_resources_q1,pct_resources_q5
money,landlords_scf_national_uniform_central,34.18321208396359,0.0,34.18321208396359,,0.8680559586158307,0.020095133919976874,0.7566449220357011,0.11104304561111034,0.4948506467172203
money,landlords_mid_national_uniform_central,34.183212083963916,0.0,34.183212083963916,,0.8805490691371836,0.01616643104711873,0.7674787187768705,0.08933355444571024,0.501936019482758
money,owner_value_stock_national_uniform_central,1910.4586261595405,0.0,1910.4586261595405,,0.6066696807593088,0.10246353880744938,0.3914581229119777,31.644233350975224,14.308433748473245
money,renters_metro_local_high,-50.0673960911152,-50.0673960911152,0.0,0.42460060338008515,,0.23014619558352484,0.2075302023427199,-1.862714931366711,-0.19879500389336188
money,landlords_intp_metro_local_high,55.235625746732524,0.0,55.235625746732524,,0.893042179658534,0.01223772817426098,0.7783125155180372,0.10927169283125734,0.822512379768346
money,landlords_scf_metro_local_high,55.23562574673189,0.0,55.23562574673189,,0.8680559586158298,0.020095133919976957,0.7566449220356992,0.17943112233241612,0.7996142976693372
money,landlords_mid_metro_local_high,55.23562574673219,0.0,55.23562574673219,,0.8805490691371811,0.01616643104711901,0.7674787187768678,0.14435140758183723,0.8110633387188408
money,owner_value_stock_metro_local_high,2855.3063201808664,0.0,2855.3063201808664,,0.6334662619207604,0.09878072543168873,0.42242588664426006,45.594505337953784,23.076629731920352
money,renters_national_uniform_high,-50.473428454858755,-50.473428454858755,0.0,0.457454032231806,,0.25118006145060584,0.18557968547224643,-2.0494416521602736,-0.1792100622853899
money,landlords_intp_national_uniform_high,51.55394371810792,0.0,51.55394371810792,,0.8930421796585319,0.01223772817426115,0.7783125155180334,0.10198828430106704,0.7676885408785744
money,landlords_scf_national_uniform_high,51.55394371810819,0.0,51.55394371810819,,0.8680559586158321,0.020095133919976693,0.7566449220357032,0.16747129876680283,0.7463167102923404
money,landlords_mid_national_uniform_high,51.55394371810819,0.0,51.55394371810819,,0.8805490691371829,0.01616643104711893,0.7674787187768696,0.13472979153393527,0.7570026255854607
money,owner_value_stock_national_uniform_high,2880.5809581700805,0.0,2880.5809581700805,,0.6066696807593114,0.10246353880744849,0.39145812291197873,47.71303328873916,21.57419230791985
money,consumer_prices_side_view,23.763383073919755,0.0,23.763383073919755,,0.6503866115739293,0.08541509959391524,0.43298420317097963,0.3281183440778954,0.19685636971948559
