group,expected_rate_fine_grid,share_12-17,share_18-24,share_25-34,share_35-49,share_50-64,share_65+,index_vs_white_fine
White,22.037226345552906,0.07293126045517655,0.09102782659939977,0.13919081871118677,0.2111928784708239,0.22902844733547081,0.25662876842794213,1.0
Black,24.47189206982232,0.10067384144871216,0.11662786944316425,0.17832353003886417,0.23308901704570825,0.21002227359733455,0.16126346842621667,1.1104796804322306
Hispanic,26.01749598003307,0.1292334750181099,0.14086569585328584,0.18812812089667733,0.25039239170836447,0.18559545152403364,0.10578486499952877,1.1806157259569727
