year,crimeType,victim_race,rate,rateSE,rateLB,rateUB,count,countSE,countLB,countUB,sampleSizeUnwt,countFlag,rateFlag
2001,Simple assault,White,21.3,1.52,18.28,24.26,3544808,255808.0,3043433.0,4046183.0,894,0,0
2001,Violent crime excluding simple assault,Black,16.6,2.24,12.19,20.98,461125,64409.0,334885.0,587365.0,107,0,0
2001,Violent crime excluding simple assault,Hispanic,15.3,2.19,10.99,19.59,388901,57537.0,276130.0,501671.0,113,0,0
2001,Violent crime excluding simple assault,Other,6.8,1.91,3.07,10.57,63403,18080.0,27966.0,98839.0,23,0,0
2001,Violent crime excluding simple assault,White,9.7,0.89,7.93,11.44,1614553,149797.0,1320956.0,1908149.0,469,0,0
2001,Violent victimization,Black,35.7,3.66,28.52,42.89,992712,107705.0,781614.0,1203811.0,253,0,0
2001,Violent victimization,Hispanic,41.2,4.13,33.09,49.27,1047546,111693.0,828631.0,1266461.0,273,0,0
2001,Violent victimization,Other,29.8,4.7,20.58,39.0,276980,46038.0,186747.0,367214.0,64,0,0
2001,Violent victimization,White,31.0,1.96,27.11,34.8,5159360,329849.0,4512868.0,5805853.0,1363,0,0
2002,Aggravated assault,Black,10.3,1.83,6.68,13.84,290932,53330.0,186408.0,395456.0,54,0,0
2002,Aggravated assault,Hispanic,7.9,1.55,4.82,10.89,212113,42841.0,128146.0,296080.0,51,0,0
2002,Aggravated assault,Other,1.0,0.58,0.0,2.1,9169,5484.0,0.0,19917.0,4,1,1
2002,Aggravated assault,White,4.9,0.66,3.63,6.21,820305,110249.0,604221.0,1036389.0,206,0,0
2002,Personal theft/Larceny,Black,0.7,0.3,0.08,1.27,19095,8652.0,2138.0,36052.0,6,1,1
2002,Personal theft/Larceny,Hispanic,0.4,0.21,0.0,0.79,9978,5775.0,0.0,21297.0,4,1,1
2002,Personal theft/Larceny,Other,0.4,0.34,0.0,1.08,3837,3259.0,0.0,10224.0,2,1,1
2002,Personal theft/Larceny,White,0.7,0.18,0.39,1.08,122487,29396.0,64872.0,180101.0,43,0,0
2002,Rape/sexual assault,Black,3.4,0.86,1.68,5.07,95631,24854.0,46919.0,144344.0,20,0,0
2002,Rape/sexual assault,Hispanic,1.3,0.47,0.37,2.21,34884,12733.0,9928.0,59839.0,7,1,1
2002,Rape/sexual assault,Other,1.0,0.59,0.0,2.15,9416,5574.0,0.0,20341.0,3,1,1
2002,Rape/sexual assault,White,1.3,0.25,0.76,1.76,209873,42528.0,126520.0,293227.0,45,0,0
2002,Robbery,Black,4.2,0.99,2.21,6.11,118044,28666.0,61860.0,174229.0,36,0,0
2002,Robbery,Hispanic,3.2,0.84,1.52,4.82,85489,23044.0,40323.0,130655.0,30,0,0
2002,Robbery,Other,2.5,1.04,0.47,4.53,23647,9911.0,4222.0,43072.0,8,1,1
2002,Robbery,White,2.4,0.4,1.6,3.16,397211,66261.0,267342.0,527081.0,104,0,0
2002,Simple assault,Black,18.3,2.71,13.0,23.61,519221,79934.0,362554.0,675889.0,120,0,0
2002,Simple assault,Hispanic,17.6,2.68,12.39,22.87,475869,75194.0,328492.0,623246.0,127,0,0
2002,Simple assault,Other,12.4,2.92,6.72,18.15,117504,28577.0,61494.0,173513.0,32,0,0
2002,Simple assault,White,24.0,2.0,20.1,27.93,4005242,335832.0,3347022.0,4663461.0,910,0,0
2002,Violent crime excluding simple assault,Black,17.8,2.65,12.59,22.99,504607,78349.0,351046.0,658168.0,110,0,0
2002,Violent crime excluding simple assault,Hispanic,12.3,2.1,8.2,16.43,332486,58524.0,217781.0,447191.0,88,0,0
2002,Violent crime excluding simple assault,Other,4.5,1.5,1.53,7.41,42232,14424.0,13960.0,70503.0,15,0,0
2002,Violent crime excluding simple assault,White,8.6,0.97,6.65,10.46,1427390,162896.0,1108120.0,1746660.0,355,0,0
2002,Violent victimization,Black,36.1,4.27,27.73,44.46,1023828,128882.0,771225.0,1276432.0,230,0,0
2002,Violent victimization,Hispanic,29.9,3.82,22.46,37.44,808355,109116.0,594492.0,1022217.0,215,0,0
2002,Violent victimization,Other,16.9,3.57,9.91,23.9,159736,35244.0,90659.0,228812.0,47,0,0
2002,Violent victimization,White,32.6,2.46,27.75,37.4,5432632,414738.0,4619761.0,6245502.0,1265,0,0
2003,Aggravated assault,Black,6.3,1.3,3.77,8.86,171969,36004.0,101403.0,242535.0,47,0,0
2003,Aggravated assault,Hispanic,6.2,1.24,3.81,8.68,189044,38326.0,113927.0,264161.0,44,0,0
2003,Aggravated assault,Other,6.9,1.82,3.28,10.43,82116,22273.0,38461.0,125772.0,23,0,0
2003,Aggravated assault,White,5.4,0.66,4.13,6.7,919138,111711.0,700188.0,1138087.0,203,0,0
2003,Personal theft/Larceny,Black,1.5,0.53,0.48,2.55,41213,14427.0,12936.0,69490.0,13,0,0
2003,Personal theft/Larceny,Hispanic,1.9,0.57,0.73,2.98,56215,17514.0,21889.0,90540.0,10,1,1
2003,Personal theft/Larceny,Other,0.9,0.52,0.0,1.88,10270,6271.0,0.0,22561.0,4,1,1
2003,Personal theft/Larceny,White,0.6,0.15,0.3,0.89,101211,25477.0,51278.0,151144.0,35,0,0
2003,Rape/sexual assault,Black,0.9,0.38,0.14,1.63,24006,10365.0,3692.0,44321.0,7,1,1
2003,Rape/sexual assault,Hispanic,0.4,0.22,0.0,0.83,11841,6812.0,0.0,25192.0,4,1,1
2003,Rape/sexual assault,Other,1.0,0.57,0.0,2.1,11881,6826.0,0.0,25259.0,3,1,1
2003,Rape/sexual assault,White,1.6,0.29,1.06,2.2,277583,49493.0,180578.0,374588.0,51,0,0
2003,Robbery,Black,5.6,1.2,3.22,7.91,151340,33102.0,86461.0,216219.0,43,0,0
2003,Robbery,Hispanic,3.1,0.79,1.53,4.62,93004,24125.0,45719.0,140288.0,27,0,0
2003,Robbery,Other,5.6,1.6,2.44,8.72,66804,19530.0,28526.0,105082.0,15,0,0
2003,Robbery,White,2.3,0.37,1.61,3.06,397229,63000.0,273751.0,520706.0,89,0,0
2003,Simple assault,Black,23.1,3.03,17.17,29.03,628587,86086.0,459862.0,797312.0,116,0,0
2003,Simple assault,Hispanic,16.9,2.38,12.2,21.54,510718,74716.0,364278.0,657158.0,145,0,0
2003,Simple assault,Other,20.7,3.67,13.51,27.88,247853,45883.0,157925.0,337782.0,46,0,0
2003,Simple assault,White,22.9,1.77,19.48,26.4,3895938,302502.0,3303044.0,4488832.0,786,0,0
2003,Violent crime excluding simple assault,Black,12.8,2.05,8.74,16.78,347315,57538.0,234543.0,460086.0,97,0,0
2003,Violent crime excluding simple assault,Hispanic,9.7,1.66,6.46,12.96,293888,51424.0,193100.0,394677.0,75,0,0
2003,Violent crime excluding simple assault,Other,13.4,2.78,7.97,18.89,160801,34447.0,93286.0,228316.0,41,0,0
2003,Violent crime excluding simple assault,White,9.4,0.96,7.51,11.26,1593950,163294.0,1273900.0,1914000.0,343,0,0
2003,Violent victimization,Black,35.9,4.03,27.96,43.76,975901,116413.0,747736.0,1204067.0,213,0,0
2003,Violent victimization,Hispanic,26.6,3.21,20.28,32.87,804606,101949.0,604790.0,1004423.0,220,0,0
2003,Violent victimization,Other,34.1,5.04,24.26,44.0,408654,64221.0,282784.0,534525.0,87,0,0
2003,Violent victimization,White,32.3,2.23,27.95,36.69,5489888,382530.0,4740143.0,6239633.0,1129,0,0
2004,Aggravated assault,Black,8.4,1.45,5.6,11.27,233685,40869.0,153583.0,313788.0,50,0,0
2004,Aggravated assault,Hispanic,3.2,0.76,1.68,4.66,97848,23726.0,51346.0,144350.0,32,0,0
2004,Aggravated assault,Other,5.5,1.5,2.57,8.45,70443,19430.0,32361.0,108525.0,11,0,0
2004,Aggravated assault,White,6.0,0.62,4.74,7.19,1016681,106787.0,807382.0,1225980.0,198,0,0
2004,Personal theft/Larceny,Black,1.6,0.53,0.57,2.66,44739,14819.0,15695.0,73783.0,11,0,0
2004,Personal theft/Larceny,Hispanic,0.7,0.31,0.08,1.31,21455,9671.0,2500.0,40410.0,7,1,1
2004,Personal theft/Larceny,Other,1.5,0.7,0.11,2.85,18920,9002.0,1275.0,36564.0,6,1,1
2004,Personal theft/Larceny,White,0.8,0.17,0.48,1.15,138953,29463.0,81206.0,196699.0,43,0,0
2004,Rape/sexual assault,Black,1.8,0.56,0.67,2.87,48974,15633.0,18333.0,79614.0,14,0,0
2004,Rape/sexual assault,Hispanic,0.6,0.29,0.04,1.18,18883,8993.0,1258.0,36508.0,6,1,1
2004,Rape/sexual assault,Other,0.2,0.24,0.0,0.69,2710,3103.0,0.0,8793.0,1,1,1
2004,Rape/sexual assault,White,1.1,0.21,0.68,1.49,185201,35272.0,116069.0,254334.0,47,0,0
2004,Robbery,Black,6.1,1.18,3.75,8.37,167785,33148.0,102816.0,232754.0,29,0,0
2004,Robbery,Hispanic,2.8,0.7,1.39,4.14,85346,21826.0,42568.0,128125.0,25,0,0
2004,Robbery,Other,2.6,0.97,0.72,4.53,33523,12511.0,9003.0,58044.0,11,0,0
2004,Robbery,White,1.9,0.3,1.35,2.52,329765,50962.0,229880.0,429649.0,86,0,0
2004,Simple assault,Black,14.0,1.98,10.07,17.85,386773,56501.0,276033.0,497513.0,95,0,0
2004,Simple assault,Hispanic,13.6,1.88,9.9,17.26,419356,59550.0,302641.0,536071.0,117,0,0
2004,Simple assault,Other,24.4,3.68,17.19,31.63,312138,49190.0,215728.0,408548.0,52,0,0
2004,Simple assault,White,19.5,1.38,16.77,22.17,3316948,236456.0,2853503.0,3780392.0,758,0,0
2004,Violent crime excluding simple assault,Black,16.3,2.18,11.98,20.54,450444,62390.0,328162.0,572726.0,93,0,0
2004,Violent crime excluding simple assault,Hispanic,6.5,1.19,4.22,8.87,202078,37269.0,129031.0,275124.0,63,0,0
2004,Violent crime excluding simple assault,Other,8.3,1.92,4.58,12.11,106677,25018.0,57643.0,155711.0,23,0,0
2004,Violent crime excluding simple assault,White,9.0,0.82,7.38,10.6,1531647,140502.0,1256269.0,1807025.0,331,0,0
2004,Violent victimization,Black,30.2,3.23,23.89,36.54,837217,93838.0,653298.0,1021136.0,188,0,0
2004,Violent victimization,Hispanic,20.1,2.41,15.41,24.85,621434,77045.0,470429.0,772438.0,180,0,0
2004,Violent victimization,Other,32.8,4.41,24.11,41.4,418815,59500.0,302198.0,535432.0,75,0,0
2004,Violent victimization,White,28.5,1.78,24.99,31.95,4848595,305278.0,4250261.0,5446928.0,1089,0,0
2005,Aggravated assault,Black,9.3,1.7,6.02,12.67,260678,48386.0,165844.0,355513.0,49,0,0
2005,Aggravated assault,Hispanic,6.9,1.33,4.25,9.46,217707,43020.0,133389.0,302025.0,50,0,0
2005,Aggravated assault,Other,5.0,1.5,2.1,7.98,67928,20539.0,27671.0,108184.0,15,0,0
2005,Aggravated assault,White,4.3,0.56,3.19,5.39,735178,96466.0,546108.0,924249.0,158,0,0
2005,Personal theft/Larceny,Black,1.4,0.52,0.37,2.42,38918,14620.0,10264.0,67572.0,8,1,1
2005,Personal theft/Larceny,Hispanic,1.0,0.41,0.21,1.81,32156,13039.0,6600.0,57712.0,8,1,1
2005,Personal theft/Larceny,Other,0.2,0.23,0.0,0.62,2439,3040.0,0.0,8397.0,1,1,1
2005,Personal theft/Larceny,White,0.9,0.2,0.51,1.31,155946,34678.0,87978.0,223915.0,36,0,0
2005,Rape/sexual assault,Black,1.9,0.62,0.64,3.06,51664,17360.0,17639.0,85689.0,12,0,0
2005,Rape/sexual assault,Hispanic,1.1,0.44,0.27,1.98,35774,13898.0,8534.0,63013.0,9,1,1
2005,Rape/sexual assault,Other,0.6,0.45,0.0,1.5,8467,6023.0,0.0,20271.0,3,1,1
2005,Rape/sexual assault,White,0.7,0.16,0.33,0.97,111856,28061.0,56858.0,166853.0,29,0,0
2005,Robbery,Black,4.2,1.02,2.18,6.18,116645,28815.0,60167.0,173122.0,26,0,0
2005,Robbery,Hispanic,4.0,0.94,2.11,5.8,125610,30202.0,66415.0,184806.0,30,0,0
2005,Robbery,Other,5.1,1.51,2.11,8.02,68310,20611.0,27914.0,108706.0,9,1,1
2005,Robbery,White,2.7,0.41,1.87,3.48,458583,70283.0,320831.0,596336.0,96,0,0
2005,Simple assault,Black,17.3,2.52,12.4,22.28,483651,72824.0,340918.0,626383.0,82,0,0
2005,Simple assault,Hispanic,13.9,2.1,9.82,18.05,442605,68642.0,308070.0,577141.0,116,0,0
2005,Simple assault,Other,23.6,3.9,15.9,31.21,317604,55090.0,209630.0,425579.0,55,0,0
2005,Simple assault,White,20.1,1.6,16.97,23.24,3445535,276266.0,2904063.0,3987006.0,606,0,0
2005,Violent crime excluding simple assault,Black,15.4,2.33,10.8,19.95,428986,67228.0,297222.0,560751.0,87,0,0
2005,Violent crime excluding simple assault,Hispanic,11.9,1.9,8.21,15.66,379091,61927.0,257716.0,500466.0,89,0,0
2005,Violent crime excluding simple assault,Other,10.7,2.39,6.05,15.42,144705,33055.0,79918.0,209492.0,27,0,0
2005,Violent crime excluding simple assault,White,7.6,0.83,6.0,9.24,1305617,142415.0,1026490.0,1584745.0,283,0,0
2005,Violent victimization,Black,32.7,3.79,25.28,40.16,912637,111654.0,693799.0,1131475.0,169,0,0
2005,Violent victimization,Hispanic,25.9,3.13,19.73,32.01,821696,103996.0,617869.0,1025524.0,205,0,0
2005,Violent victimization,Other,34.3,4.94,24.61,43.97,462309,70664.0,323811.0,600807.0,82,0,0
2005,Violent victimization,White,27.7,1.99,23.83,31.62,4751152,343801.0,4077314.0,5424990.0,889,0,0
2006,Aggravated assault,Black,16.3,2.33,11.73,20.85,464967,68599.0,330516.0,599418.0,63,0,0
2006,Aggravated assault,Hispanic,7.3,1.35,4.63,9.92,226450,42847.0,142472.0,310428.0,48,0,0
2006,Aggravated assault,Other,7.0,1.75,3.62,10.46,102464,25893.0,51716.0,153213.0,29,0,0
2006,Aggravated assault,White,5.5,0.64,4.29,6.81,959937,111374.0,741649.0,1178226.0,233,0,0
2006,Personal theft/Larceny,Black,0.8,0.38,0.1,1.57,23859,10747.0,2795.0,44922.0,5,1,1
2006,Personal theft/Larceny,Hispanic,0.6,0.3,0.02,1.21,19223,9481.0,641.0,37805.0,6,1,1
2006,Personal theft/Larceny,Other,2.3,0.89,0.53,4.01,33034,13010.0,7535.0,58534.0,8,1,1
2006,Personal theft/Larceny,White,0.6,0.14,0.28,0.84,97108,25040.0,48030.0,146186.0,28,0,0
2006,Rape/sexual assault,Black,3.1,0.82,1.47,4.67,87724,23508.0,41649.0,133800.0,9,1,1
2006,Rape/sexual assault,Hispanic,0.9,0.38,0.15,1.63,27739,11737.0,4734.0,50743.0,7,1,1
2006,Rape/sexual assault,Other,1.1,0.58,0.0,2.2,15641,8421.0,0.0,32146.0,4,1,1
2006,Rape/sexual assault,White,1.9,0.32,1.3,2.54,332495,55005.0,224686.0,440303.0,58,0,0
2006,Robbery,Black,3.7,0.92,1.94,5.55,106864,26582.0,54765.0,158963.0,26,0,0
2006,Robbery,Hispanic,4.9,1.05,2.81,6.93,151537,33127.0,86608.0,216465.0,32,0,0
2006,Robbery,Other,6.1,1.6,2.96,9.23,88701,23670.0,42308.0,135094.0,11,0,0
2006,Robbery,White,3.4,0.46,2.48,4.29,585296,79931.0,428634.0,741957.0,123,0,0
2006,Simple assault,Black,22.2,2.84,16.67,27.8,634616,84364.0,469266.0,799967.0,116,0,0
2006,Simple assault,Hispanic,19.2,2.52,14.31,24.18,599063,81180.0,439954.0,758172.0,134,0,0
2006,Simple assault,Other,30.1,4.3,21.69,38.55,438363,65976.0,309052.0,567675.0,75,0,0
2006,Simple assault,White,20.9,1.57,17.78,23.93,3608572,273623.0,3072282.0,4144863.0,782,0,0
2006,Violent crime excluding simple assault,Black,23.1,2.91,17.4,28.81,659555,86565.0,489891.0,829220.0,98,0,0
2006,Violent crime excluding simple assault,Hispanic,13.0,1.96,9.19,16.88,405726,62692.0,282853.0,528599.0,87,0,0
2006,Violent crime excluding simple assault,Other,14.2,2.69,8.93,19.49,206806,40413.0,127599.0,286013.0,44,0,0
2006,Violent crime excluding simple assault,White,10.9,1.01,8.88,12.83,1877727,175465.0,1533822.0,2221633.0,414,0,0
2006,Violent victimization,Black,45.3,4.47,36.57,54.1,1294172,136292.0,1027044.0,1561299.0,214,0,0
2006,Violent victimization,Hispanic,32.3,3.51,25.41,39.15,1004789,114857.0,779674.0,1229904.0,221,0,0
2006,Violent victimization,Other,44.3,5.47,33.61,55.04,645169,85299.0,477987.0,812351.0,119,0,0
2006,Violent victimization,White,31.7,2.08,27.64,35.79,5486300,363393.0,4774062.0,6198538.0,1196,0,0
2007,Aggravated assault,Black,10.2,1.69,6.91,13.54,292710,50093.0,194531.0,390890.0,39,0,0
2007,Aggravated assault,Hispanic,3.0,0.67,1.72,4.36,104646,23567.0,58455.0,150836.0,32,0,0
2007,Aggravated assault,Other,3.8,0.98,1.87,5.72,57589,15229.0,27742.0,87437.0,15,0,0
2007,Aggravated assault,White,4.4,0.58,3.29,5.59,763978,101080.0,565865.0,962091.0,177,0,0
2007,Personal theft/Larceny,Black,2.0,0.52,0.97,3.02,57178,15149.0,27486.0,86870.0,13,0,0
2007,Personal theft/Larceny,Hispanic,1.0,0.3,0.4,1.57,33808,10333.0,13555.0,54062.0,11,0,0
2007,Personal theft/Larceny,Other,0.7,0.29,0.13,1.27,10628,4489.0,1830.0,19425.0,4,1,1
2007,Personal theft/Larceny,White,0.7,0.15,0.42,1.03,124150,26710.0,71799.0,176501.0,29,0,0
2007,Rape/sexual assault,Black,0.5,0.21,0.14,0.95,15673,5929.0,4053.0,27293.0,5,1,1
2007,Rape/sexual assault,Hispanic,0.3,0.12,0.04,0.53,9825,4244.0,1507.0,18143.0,3,1,1
2007,Rape/sexual assault,Other,2.2,0.67,0.91,3.53,33709,10311.0,13500.0,53919.0,8,1,1
2007,Rape/sexual assault,White,1.1,0.21,0.69,1.51,189069,36357.0,117811.0,260327.0,58,0,0
2007,Robbery,Black,8.4,1.47,5.51,11.26,239978,43303.0,155105.0,324851.0,43,0,0
2007,Robbery,Hispanic,3.9,0.8,2.3,5.45,133502,28170.0,78289.0,188714.0,38,0,0
2007,Robbery,Other,2.8,0.8,1.28,4.41,43233,12356.0,19015.0,67451.0,13,0,0
2007,Robbery,White,2.1,0.34,1.42,2.75,358810,58155.0,244828.0,472791.0,89,0,0
2007,Simple assault,Black,15.7,2.3,11.2,20.2,449531,68595.0,315088.0,583974.0,114,0,0
2007,Simple assault,Hispanic,15.2,2.14,11.02,19.41,523821,76719.0,373454.0,674188.0,115,0,0
2007,Simple assault,Other,20.0,3.2,13.71,26.27,303360,51422.0,202574.0,404145.0,59,0,0
2007,Simple assault,White,19.1,1.67,15.86,22.42,3294750,290711.0,2724967.0,3864532.0,780,0,0
2007,Violent crime excluding simple assault,Black,19.2,2.64,13.98,24.33,548362,79332.0,392873.0,703850.0,87,0,0
2007,Violent crime excluding simple assault,Hispanic,7.2,1.25,4.74,9.66,247972,44356.0,161035.0,334909.0,73,0,0
2007,Violent crime excluding simple assault,Other,8.9,1.8,5.33,12.4,134532,28329.0,79008.0,190056.0,36,0,0
2007,Violent crime excluding simple assault,White,7.6,0.87,5.93,9.32,1311856,149813.0,1018228.0,1605484.0,324,0,0
2007,Violent victimization,Black,34.9,4.01,26.99,42.71,997893,122804.0,757202.0,1238583.0,201,0,0
2007,Violent victimization,Hispanic,22.4,2.81,16.9,27.94,771793,101833.0,572203.0,971383.0,188,0,0
2007,Violent victimization,Other,28.9,4.14,20.74,36.96,437891,67290.0,306006.0,569777.0,95,0,0
2007,Violent victimization,White,26.8,2.12,22.61,30.92,4606606,368749.0,3883871.0,5329341.0,1104,0,0
2008,Aggravated assault,Black,5.4,1.32,2.81,7.99,155868,38656.0,80104.0,231631.0,36,0,0
2008,Aggravated assault,Hispanic,3.5,0.94,1.61,5.31,119453,32846.0,55077.0,183829.0,30,0,0
2008,Aggravated assault,Other,3.5,1.33,0.94,6.13,54184,20484.0,14037.0,94331.0,12,0,0
2008,Aggravated assault,White,3.7,0.54,2.62,4.75,639711,94697.0,454108.0,825314.0,143,0,0
2008,Personal theft/Larceny,Black,0.6,0.36,0.0,1.27,16433,10361.0,0.0,36740.0,4,1,1
2008,Personal theft/Larceny,Hispanic,0.7,0.37,0.0,1.4,23507,12666.0,0.0,48332.0,6,1,1
2008,Personal theft/Larceny,Other,2.7,1.14,0.5,4.99,42014,17660.0,7401.0,76627.0,3,1,1
2008,Personal theft/Larceny,White,0.5,0.16,0.2,0.82,89226,27537.0,35255.0,143197.0,27,0,0
2008,Rape/sexual assault,Black,2.0,0.73,0.55,3.39,56839,21067.0,15548.0,98129.0,16,0,0
2008,Rape/sexual assault,Hispanic,1.7,0.61,0.47,2.87,57545,21220.0,15954.0,99136.0,7,1,1
2008,Rape/sexual assault,Other,0.9,0.59,0.0,2.01,13044,9115.0,0.0,30908.0,3,1,1
2008,Rape/sexual assault,White,1.3,0.28,0.74,1.82,222264,48181.0,127830.0,316698.0,35,0,0
2008,Robbery,Black,5.1,1.27,2.57,7.54,145832,37106.0,73106.0,218557.0,34,0,0
2008,Robbery,Hispanic,4.0,1.03,2.0,6.04,138701,35982.0,68177.0,209224.0,29,0,0
2008,Robbery,Other,2.8,1.16,0.54,5.1,43187,17944.0,8017.0,78357.0,11,0,0
2008,Robbery,White,2.0,0.37,1.3,2.75,352070,64429.0,225791.0,478348.0,72,0,0
2008,Simple assault,Black,16.1,2.59,11.03,21.17,464563,76964.0,313717.0,615409.0,96,0,0
2008,Simple assault,Hispanic,11.2,1.93,7.39,14.97,385827,68310.0,251941.0,519712.0,85,0,0
2008,Simple assault,Other,16.9,3.36,10.35,23.51,259298,53076.0,155272.0,363325.0,52,0,0
2008,Simple assault,White,18.9,1.6,15.79,22.06,3285086,280774.0,2734779.0,3835392.0,683,0,0
2008,Violent crime excluding simple assault,Black,12.4,2.2,8.11,16.75,358538,65182.0,230784.0,486291.0,86,0,0
2008,Violent crime excluding simple assault,Hispanic,9.1,1.71,5.8,12.5,315699,60110.0,197886.0,433513.0,66,0,0
2008,Violent crime excluding simple assault,Other,7.2,2.01,3.27,11.15,110415,31313.0,49042.0,171788.0,26,0,0
2008,Violent crime excluding simple assault,White,7.0,0.83,5.37,8.62,1214045,144332.0,931160.0,1496930.0,250,0,0
2008,Violent victimization,Black,28.5,3.7,21.28,35.77,823101,111674.0,604224.0,1041978.0,182,0,0
2008,Violent victimization,Hispanic,20.3,2.81,14.82,25.84,701526,100573.0,504407.0,898644.0,151,0,0
2008,Violent victimization,Other,24.1,4.16,15.98,32.3,369713,66472.0,239431.0,499996.0,78,0,0
2008,Violent victimization,White,25.9,1.97,22.06,29.78,4499131,346765.0,3819485.0,5178777.0,933,0,0
2009,Aggravated assault,Black,8.2,1.75,4.8,11.67,243919,53108.0,139830.0,348008.0,47,0,0
2009,Aggravated assault,Hispanic,5.4,1.26,2.95,7.88,191648,45234.0,102991.0,280305.0,34,0,0
2009,Aggravated assault,Other,3.8,1.35,1.19,6.49,59310,21169.0,17819.0,100800.0,13,0,0
2009,Aggravated assault,White,3.1,0.52,2.06,4.09,534397,90232.0,357546.0,711248.0,128,0,0
2009,Personal theft/Larceny,Black,1.1,0.49,0.14,2.05,32309,14506.0,3877.0,60740.0,8,1,1
2009,Personal theft/Larceny,Hispanic,0.5,0.28,0.0,1.04,17267,9936.0,0.0,36742.0,5,1,1
2009,Personal theft/Larceny,Other,0.2,0.24,0.0,0.68,3165,3762.0,0.0,10538.0,1,1,1
2009,Personal theft/Larceny,White,0.5,0.15,0.17,0.75,80469,25698.0,30101.0,130837.0,25,0,0
2009,Rape/sexual assault,Black,1.3,0.55,0.24,2.38,38802,16238.0,6975.0,70629.0,10,1,1
2009,Rape/sexual assault,Hispanic,0.5,0.29,0.0,1.08,18287,10282.0,0.0,38439.0,6,1,1
2009,Rape/sexual assault,Other,0.0,,,,0,,,,0,2,2
2009,Rape/sexual assault,White,1.4,0.31,0.83,2.04,248485,53770.0,143098.0,353872.0,24,0,0
2009,Robbery,Black,7.3,1.61,4.09,10.42,214865,48802.0,119215.0,310515.0,39,0,0
2009,Robbery,Hispanic,3.4,0.93,1.57,5.21,120055,33270.0,54847.0,185262.0,32,0,0
2009,Robbery,Other,1.1,0.64,0.0,2.36,17116,9884.0,0.0,36489.0,5,1,1
2009,Robbery,White,1.6,0.34,0.97,2.29,283037,58670.0,168046.0,398028.0,67,0,0
2009,Simple assault,Black,13.8,2.45,8.95,18.57,407432,75021.0,260393.0,554471.0,91,0,0
2009,Simple assault,Hispanic,12.9,2.22,8.53,17.23,455604,80937.0,296969.0,614238.0,108,0,0
2009,Simple assault,Other,10.7,2.58,5.63,15.74,164977,40970.0,84678.0,245276.0,41,0,0
2009,Simple assault,White,15.4,1.56,12.32,18.44,2671303,274104.0,2134069.0,3208537.0,572,0,0
2009,Violent crime excluding simple assault,Black,16.8,2.8,11.32,22.29,497586,85944.0,329139.0,666033.0,96,0,0
2009,Violent crime excluding simple assault,Hispanic,9.3,1.79,5.81,12.85,329990,65052.0,202490.0,457490.0,72,0,0
2009,Violent crime excluding simple assault,Other,4.9,1.58,1.84,8.05,76426,24866.0,27690.0,125161.0,18,0,0
2009,Violent crime excluding simple assault,White,6.1,0.83,4.51,7.76,1065919,145019.0,781687.0,1350151.0,219,0,0
2009,Violent victimization,Black,30.6,4.14,22.45,38.68,905018,129532.0,651140.0,1158897.0,187,0,0
2009,Violent victimization,Hispanic,22.2,3.18,15.97,28.44,785593,117504.0,555289.0,1015898.0,180,0,0
2009,Violent victimization,Other,15.6,3.29,9.18,22.08,241403,52741.0,138033.0,344774.0,59,0,0
2009,Violent victimization,White,21.5,1.96,17.67,25.37,3737222,345851.0,3059366.0,4415078.0,791,0,0
2010,Aggravated assault,Black,5.7,1.26,3.18,8.14,171957,39204.0,95120.0,248795.0,41,0,0
2010,Aggravated assault,Hispanic,3.2,0.82,1.61,4.82,115164,29775.0,56806.0,173522.0,26,0,0
2010,Aggravated assault,Other,5.4,1.5,2.48,8.38,86996,24610.0,38762.0,135230.0,15,0,0
2010,Aggravated assault,White,2.8,0.46,1.88,3.69,483634,80652.0,325559.0,641709.0,135,0,0
2010,Personal theft/Larceny,Black,0.9,0.38,0.19,1.69,28536,11762.0,5484.0,51588.0,7,1,1
2010,Personal theft/Larceny,Hispanic,0.8,0.34,0.18,1.5,30093,12173.0,6233.0,53952.0,8,1,1
2010,Personal theft/Larceny,Other,0.5,0.33,0.0,1.13,7910,5253.0,0.0,18206.0,2,1,1
2010,Personal theft/Larceny,White,0.4,0.12,0.17,0.66,71802,21623.0,29422.0,114183.0,21,0,0
2010,Rape/sexual assault,Black,1.1,0.42,0.25,1.9,32774,12868.0,7553.0,57995.0,7,1,1
2010,Rape/sexual assault,Hispanic,0.8,0.34,0.18,1.51,30272,12220.0,6320.0,54224.0,10,1,1
2010,Rape/sexual assault,Other,0.7,0.39,0.0,1.43,10584,6280.0,0.0,22892.0,4,1,1
2010,Rape/sexual assault,White,1.1,0.25,0.64,1.6,194944,42754.0,111148.0,278741.0,38,0,0
2010,Robbery,Black,3.6,0.94,1.79,5.46,110199,28894.0,53569.0,166830.0,32,0,0
2010,Robbery,Hispanic,2.7,0.72,1.25,4.08,95599,26232.0,44184.0,147014.0,26,0,0
2010,Robbery,Other,2.4,0.89,0.69,4.17,38883,14389.0,10681.0,67085.0,12,0,0
2010,Robbery,White,1.9,0.35,1.18,2.55,323828,60865.0,204534.0,443122.0,78,0,0
2010,Simple assault,Black,15.5,2.51,10.62,20.46,471879,79268.0,316517.0,627241.0,96,0,0
2010,Simple assault,Hispanic,10.1,1.79,6.62,13.62,362765,65902.0,233601.0,491930.0,110,0,0
