group,expected_rate_per_1000_from_age_alone,index_vs_white,expected_rate_fine_grid,index_vs_white_fine,observed_rate_per_1000,observed_index_vs_white,age_explains_pp_of_index
White,16.09230674251271,1.0,22.037226345552906,1.0,14.851741603351195,1.0,0.0
Black,16.152705045432356,1.003753240842724,24.47189206982232,1.1104796804322306,36.74882375511665,2.474378072052138,0.0037532408427241037
Hispanic,16.2068580760829,1.0071183911295678,26.01749598003307,1.1806157259569727,13.912761374973424,0.9367764230313638,0.007118391129567803
