victim_race,Aggravated assault,Rape/sexual assault,Robbery,Simple assault
Black,0.24031788609972377,0.07341332214192135,0.1374545016444035,0.5488142901139513
Hispanic,0.19440936213105653,0.07076574006720454,0.1386724018787254,0.5961524959230136
Other,0.15674358387759624,0.12180988436855605,0.08593836742303158,0.6355081643308161
White,0.2182475547098941,0.07697965688096903,0.0910124156949793,0.6137603727141576
