group,intra_group_col_share,population_share,concentration_ratio
White,0.7599468210515286,0.6022649993839151,1.2618146859420911
Black,0.3452949788229031,0.12216797605075054,2.826395181331825
Hispanic,0.40444319950773977,0.18338568444460426,2.2054240533148644
Other,0.18002885408079142,0.09218134012073015,1.9529858629198398
