DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TYPE_CRIME,SEX,AGE,CITIZENSHIP,COUNTRY_CITIZEN,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TYPE_CRIME,NOTE_SEX,NOTE_AGE,NOTE_CITIZENSHIP,NOTE_COUNTRY_CITIZEN,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y35-44,TOTAL,WORLD,2024,1810,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y45-54,FRG,WORLD,2023,317,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y45-54,FRG,WORLD,2024,403,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y45-54,ITL,WORLD,2023,1342,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y45-54,ITL,WORLD,2024,1395,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y45-54,TOTAL,WORLD,2023,1659,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y45-54,TOTAL,WORLD,2024,1798,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y55-64,FRG,WORLD,2023,102,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y55-64,FRG,WORLD,2024,162,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y55-64,ITL,WORLD,2023,866,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y55-64,ITL,WORLD,2024,990,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y55-64,TOTAL,WORLD,2023,968,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,1,Y55-64,TOTAL,WORLD,2024,1152,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_GE65,FRG,WORLD,2023,25,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_GE65,FRG,WORLD,2024,35,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_GE65,ITL,WORLD,2023,177,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_GE65,ITL,WORLD,2024,175,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_GE65,TOTAL,WORLD,2023,202,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_GE65,TOTAL,WORLD,2024,210,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_UN13,FRG,WORLD,2023,11,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_UN13,FRG,WORLD,2024,12,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_UN13,ITL,WORLD,2023,9,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_UN13,ITL,WORLD,2024,8,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_UN13,TOTAL,WORLD,2023,20,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y_UN13,TOTAL,WORLD,2024,20,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y14-17,FRG,WORLD,2023,52,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y14-17,FRG,WORLD,2024,66,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y14-17,ITL,WORLD,2023,63,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y14-17,ITL,WORLD,2024,100,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y14-17,TOTAL,WORLD,2023,115,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y14-17,TOTAL,WORLD,2024,166,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y18-24,FRG,WORLD,2023,55,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y18-24,FRG,WORLD,2024,80,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y18-24,ITL,WORLD,2023,145,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y18-24,ITL,WORLD,2024,155,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y18-24,TOTAL,WORLD,2023,200,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y18-24,TOTAL,WORLD,2024,235,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y25-34,FRG,WORLD,2023,149,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y25-34,FRG,WORLD,2024,169,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y25-34,ITL,WORLD,2023,265,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y25-34,ITL,WORLD,2024,282,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y25-34,TOTAL,WORLD,2023,414,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y25-34,TOTAL,WORLD,2024,451,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y35-44,FRG,WORLD,2023,193,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y35-44,FRG,WORLD,2024,243,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y35-44,ITL,WORLD,2023,388,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y35-44,ITL,WORLD,2024,402,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y35-44,TOTAL,WORLD,2023,581,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y35-44,TOTAL,WORLD,2024,645,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y45-54,FRG,WORLD,2023,147,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y45-54,FRG,WORLD,2024,172,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y45-54,ITL,WORLD,2023,470,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y45-54,ITL,WORLD,2024,484,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y45-54,TOTAL,WORLD,2023,617,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y45-54,TOTAL,WORLD,2024,656,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y55-64,FRG,WORLD,2023,62,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y55-64,FRG,WORLD,2024,81,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y55-64,ITL,WORLD,2023,253,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y55-64,ITL,WORLD,2024,341,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y55-64,TOTAL,WORLD,2023,315,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,BLOWS,2,Y55-64,TOTAL,WORLD,2024,422,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_GE65,FRG,WORLD,2023,6,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_GE65,FRG,WORLD,2024,3,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_GE65,ITL,WORLD,2023,65,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_GE65,ITL,WORLD,2024,57,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_GE65,TOTAL,WORLD,2023,71,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_GE65,TOTAL,WORLD,2024,60,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_UN13,FRG,WORLD,2023,0,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_UN13,FRG,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_UN13,ITL,WORLD,2023,0,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_UN13,ITL,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_UN13,TOTAL,WORLD,2023,0,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y_UN13,TOTAL,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y14-17,FRG,WORLD,2023,9,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y14-17,FRG,WORLD,2024,10,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y14-17,ITL,WORLD,2023,15,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y14-17,ITL,WORLD,2024,15,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y14-17,TOTAL,WORLD,2023,24,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y14-17,TOTAL,WORLD,2024,25,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y18-24,FRG,WORLD,2023,54,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_5(1.0),A,IT,OFFEND,INTENHOM,1,Y18-24,FRG,WORLD,2024,36,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
