DATAFLOW,FREQ,REF_AREA,DATA_TYPE,TYPE_CRIME,SEX,AGE,CITIZENSHIP,COUNTRY_CITIZEN,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_TYPE_CRIME,NOTE_SEX,NOTE_AGE,NOTE_CITIZENSHIP,NOTE_COUNTRY_CITIZEN,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y35-44,ITL,WORLD,2023,5,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y35-44,ITL,WORLD,2024,22,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y35-44,TOTAL,WORLD,2022,14,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y35-44,TOTAL,WORLD,2023,8,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y35-44,TOTAL,WORLD,2024,24,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,FRG,WORLD,2022,2,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,FRG,WORLD,2023,4,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,FRG,WORLD,2024,5,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,ITL,WORLD,2022,12,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,ITL,WORLD,2023,12,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,ITL,WORLD,2024,7,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,TOTAL,WORLD,2022,14,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,TOTAL,WORLD,2023,16,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y45-54,TOTAL,WORLD,2024,12,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,FRG,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,FRG,WORLD,2023,2,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,FRG,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,ITL,WORLD,2022,9,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,ITL,WORLD,2023,6,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,ITL,WORLD,2024,5,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,TOTAL,WORLD,2022,9,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,TOTAL,WORLD,2023,8,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTENHOM,2,Y55-64,TOTAL,WORLD,2024,5,,,,TIPO_DATO35__OFFEND_N1,REATI_PS__INTENHOM_N1,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_GE65,FRG,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_GE65,ITL,WORLD,2022,10,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_GE65,TOTAL,WORLD,2022,10,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_GE65,TOTAL,WORLD,2023,5,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_GE65,TOTAL,WORLD,2024,15,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_UN13,FRG,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_UN13,ITL,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_UN13,TOTAL,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_UN13,TOTAL,WORLD,2023,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y_UN13,TOTAL,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y14-17,FRG,WORLD,2022,3,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y14-17,ITL,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y14-17,TOTAL,WORLD,2022,3,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y14-17,TOTAL,WORLD,2023,3,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y14-17,TOTAL,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y18-24,FRG,WORLD,2022,5,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y18-24,ITL,WORLD,2022,14,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y18-24,TOTAL,WORLD,2022,19,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y18-24,TOTAL,WORLD,2023,18,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y18-24,TOTAL,WORLD,2024,11,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y25-34,FRG,WORLD,2022,10,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y25-34,ITL,WORLD,2022,56,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y25-34,TOTAL,WORLD,2022,66,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y25-34,TOTAL,WORLD,2023,43,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y25-34,TOTAL,WORLD,2024,87,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y35-44,FRG,WORLD,2022,25,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y35-44,ITL,WORLD,2022,96,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y35-44,TOTAL,WORLD,2022,121,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y35-44,TOTAL,WORLD,2023,61,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y35-44,TOTAL,WORLD,2024,126,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y45-54,FRG,WORLD,2022,6,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y45-54,ITL,WORLD,2022,66,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y45-54,TOTAL,WORLD,2022,72,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y45-54,TOTAL,WORLD,2023,56,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y45-54,TOTAL,WORLD,2024,101,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y55-64,FRG,WORLD,2022,9,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y55-64,ITL,WORLD,2022,32,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y55-64,TOTAL,WORLD,2022,41,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y55-64,TOTAL,WORLD,2023,24,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,1,Y55-64,TOTAL,WORLD,2024,32,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_GE65,FRG,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_GE65,ITL,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_GE65,TOTAL,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_GE65,TOTAL,WORLD,2023,1,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_GE65,TOTAL,WORLD,2024,1,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_UN13,FRG,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_UN13,ITL,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_UN13,TOTAL,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_UN13,TOTAL,WORLD,2023,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y_UN13,TOTAL,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y14-17,FRG,WORLD,2022,1,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y14-17,ITL,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y14-17,TOTAL,WORLD,2022,1,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y14-17,TOTAL,WORLD,2023,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y14-17,TOTAL,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y18-24,FRG,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y18-24,ITL,WORLD,2022,2,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y18-24,TOTAL,WORLD,2022,2,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y18-24,TOTAL,WORLD,2023,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y18-24,TOTAL,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y25-34,FRG,WORLD,2022,3,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y25-34,ITL,WORLD,2022,11,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y25-34,TOTAL,WORLD,2022,14,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y25-34,TOTAL,WORLD,2023,4,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y25-34,TOTAL,WORLD,2024,5,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y35-44,FRG,WORLD,2022,4,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y35-44,ITL,WORLD,2022,7,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y35-44,TOTAL,WORLD,2022,11,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y35-44,TOTAL,WORLD,2023,6,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y35-44,TOTAL,WORLD,2024,13,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y45-54,FRG,WORLD,2022,3,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y45-54,ITL,WORLD,2022,3,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y45-54,TOTAL,WORLD,2022,6,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y45-54,TOTAL,WORLD,2023,10,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y45-54,TOTAL,WORLD,2024,5,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y55-64,FRG,WORLD,2022,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y55-64,ITL,WORLD,2022,3,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y55-64,TOTAL,WORLD,2022,3,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y55-64,TOTAL,WORLD,2023,5,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,INTPROP,2,Y55-64,TOTAL,WORLD,2024,6,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,FRG,WORLD,2022,5,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,FRG,WORLD,2023,5,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,FRG,WORLD,2024,1,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,ITL,WORLD,2022,24,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,ITL,WORLD,2023,20,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,ITL,WORLD,2024,20,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,TOTAL,WORLD,2022,29,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,TOTAL,WORLD,2023,25,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_GE65,TOTAL,WORLD,2024,21,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_UN13,FRG,WORLD,2022,1,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_UN13,FRG,WORLD,2023,1,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_UN13,FRG,WORLD,2024,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_UN13,ITL,WORLD,2022,1,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
IT1:73_230_DF_DCCV_AUTVITTPS_1(1.0),A,IT,OFFEND,KIDNAPP,1,Y_UN13,ITL,WORLD,2023,0,,,,TIPO_DATO35__OFFEND_N1,,,,,ISO__WORLD_N1,,,,
