year,secgen_all_mine,secgen_all_census_t1,pct_diff_t1,secgen_1864_mine,secgen_1864_census_t2,pct_diff_t2,secgen_mex_mine,secgen_mex_census_t4,pct_diff_t4,total_pop_mine
2019,40349535.08,40260000,0.2223921510183761,19059995.689999998,19020000,0.21028228180860997,13706163.77,13690000,0.11806990504017205,324355841.27
2020,40881830.39,40790000,0.2251296641333675,20347064.970000003,20270000,0.38019225456340666,13701827.59,13670000,0.2328280175566924,325268181.71000004
2021,40031170.879999995,40330000,-0.7409598809819111,19702171.18,19830000,-0.6446233988905713,13402316.13,13480000,-0.5762898367952461,326195439.67
2022,41045138.55,40960000,0.20785778808593022,20179193.65,20140000,0.19460600794438188,13442907.260000002,13410000,0.24539343773304728,328721881.39
2023,42153361.93,42110000,0.10297299928757944,21582566.200000003,21560000,0.10466697588127542,14003017.84,14000000,0.021555999999998937,330631702.09000003
2024,41780309.129999995,41760000,0.048632974137919616,21382198.770000003,21370000,0.05708362189987495,13798647.89,13790000,0.06271131254532702,332382485.08
